Source,Target,Type,Label,Symptom_Occurence,Association_Strength,Weight
C0043096,C0019693,Directed,decreased body weight,27,0.9666666666666667,9.573333333333334
C0085593,C0001175,Directed,chill,26,0.9666666666666667,9.653333333333334
C0085593,C0019682,Directed,chill,26,0.9666666666666667,9.653333333333334
C0085593,C0019693,Directed,chill,26,0.9666666666666667,9.653333333333334
C0011991,C0001175,Directed,diarrhea,30,0.9666666666666667,9.333333333333334
C0011991,C0019682,Directed,diarrhea,30,0.9666666666666667,9.333333333333334
C0011991,C0019693,Directed,diarrhea,30,0.9666666666666667,9.333333333333334
C0008033,C0001175,Directed,pleuritic pain,13,0.9666666666666667,10.693333333333335
C0008033,C0019682,Directed,pleuritic pain,13,0.9666666666666667,10.693333333333335
C0008033,C0019693,Directed,pleuritic pain,13,0.9666666666666667,10.693333333333335
C0376405,C0001175,Directed,patient non compliance,15,0.9666666666666667,10.533333333333335
C0376405,C0019682,Directed,patient non compliance,15,0.9666666666666667,10.533333333333335
C0376405,C0019693,Directed,patient non compliance,15,0.9666666666666667,10.533333333333335
C0231835,C0001175,Directed,tachypnea,15,0.9666666666666667,10.533333333333335
C0231835,C0019682,Directed,tachypnea,15,0.9666666666666667,10.533333333333335
C0231835,C0019693,Directed,tachypnea,15,0.9666666666666667,10.533333333333335
C0239134,C0001175,Directed,productive cough,11,0.9666666666666667,10.853333333333335
C0239134,C0019682,Directed,productive cough,11,0.9666666666666667,10.853333333333335
C0239134,C0019693,Directed,productive cough,11,0.9666666666666667,10.853333333333335
C0026827,C0001175,Directed,muscle hypotonia,4,0.9666666666666667,11.413333333333336
C0241938,C0001175,Directed,hypotonic,4,0.9333333333333333,11.146666666666667
C0026827,C0019682,Directed,muscle hypotonia,4,0.9666666666666667,11.413333333333336
C0241938,C0019682,Directed,hypotonic,4,0.9333333333333333,11.146666666666667
C0026827,C0019693,Directed,muscle hypotonia,4,0.9666666666666667,11.413333333333336
C0241938,C0019693,Directed,hypotonic,4,0.9333333333333333,11.146666666666667
C0424000,C0001175,Directed,feeling suicidal,16,0.9666666666666667,10.453333333333335
C0424000,C0019682,Directed,feeling suicidal,16,0.9666666666666667,10.453333333333335
C0424000,C0019693,Directed,feeling suicidal,16,0.9666666666666667,10.453333333333335
C0041834,C0007642,Directed,erythema,8,0.9666666666666667,11.093333333333335
C0030193,C0007642,Directed,pain,44,0.9333333333333333,7.946666666666667
C0038999,C0007642,Directed,swelling,14,0.9,10.08
C0332575,C0007642,Directed,redness,7,0.8666666666666667,10.373333333333335
C0015967,C0007642,Directed,fever,39,0.8333333333333334,7.546666666666667
C0549483,C0007642,Directed,abscess bacterial,7,0.8,9.840000000000002
C0376405,C0007642,Directed,patient non compliance,15,0.7666666666666667,8.933333333333334
C0020580,C0007642,Directed,hypesthesia,1,0.7333333333333333,9.786666666666667
C0034880,C0007642,Directed,hyperacusis,2,0.7,9.44
C0033774,C0007642,Directed,pruritus,10,0.6666666666666666,8.533333333333333
C0008031,C0007642,Directed,pain chest,21,0.6333333333333333,7.386666666666667
C1384489,C0007642,Directed,scratch marks,3,0.6,8.56
C0085593,C0007642,Directed,chill,26,0.5666666666666667,6.453333333333333
C0234233,C0007642,Directed,sore to touch,17,0.5333333333333333,6.906666666666668
C0030193,C0017168,Directed,pain,44,0.9666666666666667,8.213333333333335
C0008031,C0017168,Directed,pain chest,21,0.9333333333333333,9.786666666666667
C0085624,C0017168,Directed,burning sensation,5,0.9,10.8
C0020625,C0017168,Directed,hyponatremia,10,0.8666666666666667,10.133333333333335
C0239233,C0017168,Directed,satiety early,3,0.8333333333333334,10.42666666666667
C1444773,C0017168,Directed,throbbing sensation quality,1,0.8,10.32
C0232292,C0017168,Directed,chest tightness,9,0.7666666666666667,9.413333333333334
C0234215,C0017168,Directed,sensory discomfort,4,0.7333333333333333,9.546666666666667
C1305739,C0017168,Directed,presence of q wave,3,0.7,9.36
C0027497,C0017168,Directed,nausea,24,0.6666666666666666,7.413333333333334
C0858924,C0017168,Directed,general discomfort,6,0.6333333333333333,8.586666666666666
C0009806,C0017168,Directed,constipation,10,0.6,8.0
C0030252,C0017168,Directed,palpitation,10,0.5666666666666667,7.733333333333334
C0000737,C0017168,Directed,pain abdominal,29,0.5333333333333333,5.946666666666667
C0018834,C0017168,Directed,heartburn,4,0.5,7.68
C0038990,C0017168,Directed,sweat,12,0.4666666666666667,6.773333333333333
C0700590,C0017168,Directed,sweating increased,12,0.43333333333333335,6.506666666666668
C0004093,C0017168,Directed,asthenia,24,0.4,5.28
C0015967,C0036690,Directed,fever,39,0.9666666666666667,8.613333333333333
C0015967,C0243026,Directed,fever,39,0.9666666666666667,8.613333333333333
C0015967,C1090821,Directed,fever,39,0.9666666666666667,8.613333333333333
C0476273,C0036690,Directed,distress respiratory,14,0.9666666666666667,10.613333333333335
C0476273,C0243026,Directed,distress respiratory,14,0.9666666666666667,10.613333333333335
C0476273,C1090821,Directed,distress respiratory,14,0.9666666666666667,10.613333333333335
C0020649,C0036690,Directed,hypotension,19,0.9666666666666667,10.213333333333335
C0020649,C0243026,Directed,hypotension,19,0.9666666666666667,10.213333333333335
C0020649,C1090821,Directed,hypotension,19,0.9666666666666667,10.213333333333335
C0231835,C0036690,Directed,tachypnea,15,0.9666666666666667,10.533333333333335
C0231835,C0243026,Directed,tachypnea,15,0.9666666666666667,10.533333333333335
C0231835,C1090821,Directed,tachypnea,15,0.9666666666666667,10.533333333333335
C0085593,C0036690,Directed,chill,26,0.9666666666666667,9.653333333333334
C0085593,C0243026,Directed,chill,26,0.9666666666666667,9.653333333333334
C0085593,C1090821,Directed,chill,26,0.9666666666666667,9.653333333333334
C0023380,C0036690,Directed,lethargy,9,0.9666666666666667,11.013333333333335
C0023380,C0243026,Directed,lethargy,9,0.9666666666666667,11.013333333333335
C0023380,C1090821,Directed,lethargy,9,0.9666666666666667,11.013333333333335
C0428977,C0036690,Directed,bradycardia,11,0.9666666666666667,10.853333333333335
C0428977,C0243026,Directed,bradycardia,11,0.9666666666666667,10.853333333333335
C0428977,C1090821,Directed,bradycardia,11,0.9666666666666667,10.853333333333335
C0006157,C0036690,Directed,breech presentation,5,0.9666666666666667,11.333333333333336
C0006157,C0243026,Directed,breech presentation,5,0.9666666666666667,11.333333333333336
C0006157,C1090821,Directed,breech presentation,5,0.9666666666666667,11.333333333333336
C0010520,C0036690,Directed,cyanosis,5,0.9666666666666667,11.333333333333336
C0010520,C0243026,Directed,cyanosis,5,0.9666666666666667,11.333333333333336
C0010520,C1090821,Directed,cyanosis,5,0.9666666666666667,11.333333333333336
C0233308,C0036690,Directed,spontaneous rupture of membranes,8,0.9666666666666667,11.093333333333335
C0233308,C0243026,Directed,spontaneous rupture of membranes,8,0.9666666666666667,11.093333333333335
C0233308,C1090821,Directed,spontaneous rupture of membranes,8,0.9666666666666667,11.093333333333335
C0019080,C0036690,Directed,haemorrhage,15,0.9666666666666667,10.533333333333335
C0019080,C0243026,Directed,haemorrhage,15,0.9666666666666667,10.533333333333335
C0019080,C1090821,Directed,haemorrhage,15,0.9666666666666667,10.533333333333335
C0241526,C0036690,Directed,unresponsiveness,25,0.9666666666666667,9.733333333333334
C0241526,C0243026,Directed,unresponsiveness,25,0.9666666666666667,9.733333333333334
C0241526,C1090821,Directed,unresponsiveness,25,0.9666666666666667,9.733333333333334
C0034642,C0036690,Directed,rale,22,0.9666666666666667,9.973333333333334
C0034642,C0243026,Directed,rale,22,0.9666666666666667,9.973333333333334
C0034642,C1090821,Directed,rale,22,0.9666666666666667,9.973333333333334
C0277797,C0036690,Directed,apyrexial,22,0.9666666666666667,9.973333333333334
C0277797,C0243026,Directed,apyrexial,22,0.9666666666666667,9.973333333333334
C0277797,C1090821,Directed,apyrexial,22,0.9666666666666667,9.973333333333334
C0038999,C0149871,Directed,swelling,14,0.9666666666666667,10.613333333333335
C0030193,C0149871,Directed,pain,44,0.9333333333333333,7.946666666666667
C0013491,C0149871,Directed,ecchymosis,5,0.9,10.8
C0392680,C0149871,Directed,shortness of breath,49,0.8666666666666667,7.013333333333334
C0023222,C0149871,Directed,pain in lower limb,1,0.8333333333333334,10.58666666666667
C0018800,C0149871,Directed,cardiomegaly,4,0.8,10.080000000000002
C0034642,C0149871,Directed,rale,22,0.7666666666666667,8.373333333333335
C0041834,C0149871,Directed,erythema,8,0.7333333333333333,9.226666666666667
C0020649,C0149871,Directed,hypotension,19,0.7,8.08
C0009024,C0149871,Directed,clonus,5,0.6666666666666666,8.933333333333334
C0850149,C0149871,Directed,non-productive cough,11,0.6333333333333333,8.186666666666667
C0332575,C0149871,Directed,redness,7,0.6,8.24
C0015967,C0011175,Directed,fever,39,0.9666666666666667,8.613333333333333
C0011991,C0011175,Directed,diarrhea,30,0.9333333333333333,9.066666666666666
C0042963,C0011175,Directed,vomiting,26,0.9,9.120000000000001
C0020649,C0011175,Directed,hypotension,19,0.8666666666666667,9.413333333333334
C0027497,C0011175,Directed,nausea,24,0.8333333333333334,8.746666666666666
C0220870,C0011175,Directed,lightheadedness,5,0.8,10.000000000000002
C0857256,C0011175,Directed,unwell,1,0.7666666666666667,10.053333333333335
C0856054,C0011175,Directed,mental status changes,9,0.7333333333333333,9.146666666666668
C0003123,C0011175,Directed,anorexia,8,0.7,8.959999999999999
C0004093,C0011175,Directed,asthenia,24,0.6666666666666666,7.413333333333334
C0234215,C0011175,Directed,sensory discomfort,4,0.6333333333333333,8.746666666666666
C0039070,C0011175,Directed,syncope,15,0.6,7.6
C0023380,C0011175,Directed,lethargy,9,0.5666666666666667,7.813333333333334
C0012833,C0011175,Directed,dizziness,8,0.5333333333333333,7.626666666666667
C0039070,C0011175,Directed,syncope,15,0.5,6.799999999999999
C0312422,C0011175,Directed,blackout,13,0.4666666666666667,6.693333333333333
C0424533,C0011175,Directed,history  of - blackout,1,0.43333333333333335,7.386666666666667
C0577559,C0027651,Directed,mass of body structure,20,0.9666666666666667,10.133333333333335
C0221198,C0027651,Directed,lesion,21,0.9333333333333333,9.786666666666667
C0008031,C0027651,Directed,pain chest,21,0.9,9.520000000000001
C0018965,C0027651,Directed,hematuria,8,0.8666666666666667,10.293333333333335
C1269955,C0027651,Directed,tumor cell invasion,10,0.8333333333333334,9.866666666666667
C0030193,C0027651,Directed,pain,44,0.8,6.880000000000002
C0003126,C0027651,Directed,anosmia,1,0.7666666666666667,10.053333333333335
C0205400,C0027651,Directed,thicken,16,0.7333333333333333,8.586666666666666
C1513183,C0027651,Directed,metastatic lesion,6,0.7,9.12
C0149696,C0027651,Directed,food intolerance,5,0.6666666666666666,8.933333333333334
C0043096,C0027651,Directed,decreased body weight,27,0.6333333333333333,6.906666666666668
C0028081,C0027651,Directed,night sweat,18,0.6,7.359999999999999
C0271202,C0027651,Directed,hemianopsia homonymous,3,0.5666666666666667,8.293333333333333
C0239233,C0027651,Directed,satiety early,3,0.5333333333333333,8.026666666666667
C0000737,C0027651,Directed,pain abdominal,29,0.5,5.680000000000001
C0018681,C0027651,Directed,headache,12,0.4666666666666667,6.773333333333333
C0392680,C0034065,Directed,shortness of breath,49,0.9666666666666667,7.813333333333334
C0700292,C0034065,Directed,hypoxemia,4,0.9333333333333333,11.146666666666667
C0231835,C0034065,Directed,tachypnea,15,0.9,10.0
C0744727,C0034065,Directed,hematocrit decreased,3,0.8666666666666667,10.693333333333332
C0008031,C0034065,Directed,pain chest,21,0.8333333333333334,8.986666666666668
C0013404,C0034065,Directed,dyspnea,24,0.8,8.48
C0008033,C0034065,Directed,pleuritic pain,13,0.7666666666666667,9.093333333333334
C0151315,C0034065,Directed,neck stiffness,4,0.7333333333333333,9.546666666666667
C0457096,C0034065,Directed,yellow sputum,6,0.7,9.12
C0239134,C0034065,Directed,productive cough,11,0.6666666666666666,8.453333333333333
C0008767,C0034065,Directed,cicatrisation,4,0.6333333333333333,8.746666666666666
C0241526,C0034065,Directed,unresponsiveness,25,0.6,6.799999999999999
C0476273,C0034065,Directed,distress respiratory,14,0.5666666666666667,7.413333333333334
C0043144,C0034065,Directed,wheezing,11,0.5333333333333333,7.3866666666666685
C0277797,C0034065,Directed,apyrexial,22,0.5,6.240000000000001
C0850149,C0034065,Directed,non-productive cough,11,0.4666666666666667,6.8533333333333335
C0036572,C0014544,Directed,seizure,10,0.9666666666666667,10.933333333333335
C0347938,C0014544,Directed,hypometabolism,1,0.9333333333333333,11.386666666666667
C0236018,C0014544,Directed,aura,4,0.9,10.88
C0231530,C0014544,Directed,muscle twitch,7,0.8666666666666667,10.373333333333335
C0013144,C0014544,Directed,drowsiness,12,0.8333333333333334,9.706666666666667
C0040822,C0014544,Directed,tremor,15,0.8,9.200000000000001
C0241526,C0014544,Directed,unresponsiveness,25,0.7666666666666667,8.133333333333335
C0018991,C0014544,Directed,hemiplegia,10,0.7333333333333333,9.066666666666666
C0027066,C0014544,Directed,myoclonus,3,0.7,9.36
C0232517,C0014544,Directed,gurgle,6,0.6666666666666666,8.853333333333333
C0234450,C0014544,Directed,sleepy,12,0.6333333333333333,8.106666666666667
C0023380,C0014544,Directed,lethargy,9,0.6,8.08
C0558195,C0014544,Directed,wheelchair bound,3,0.5666666666666667,8.293333333333333
C0392680,C0878544,Directed,shortness of breath,49,0.9666666666666667,7.813333333333334
C0085619,C0878544,Directed,orthopnea,15,0.9333333333333333,10.266666666666666
C0086439,C0878544,Directed,hypokinesia,13,0.9,10.16
C0240100,C0878544,Directed,jugular venous distention,7,0.8666666666666667,10.373333333333335
C0030252,C0878544,Directed,palpitation,10,0.8333333333333334,9.866666666666667
C0008031,C0878544,Directed,pain chest,21,0.8,8.72
C0039070,C0878544,Directed,syncope,15,0.7666666666666667,8.933333333333334
C0457096,C0878544,Directed,yellow sputum,6,0.7333333333333333,9.386666666666667
C0034642,C0878544,Directed,rale,22,0.7,7.84
C0013404,C0878544,Directed,dyspnea,24,0.6666666666666666,7.413333333333334
C0231807,C0878544,Directed,dyspnea on exertion,11,0.6333333333333333,8.186666666666667
C0238705,C0878544,Directed,left atrial hypertrophy,4,0.6,8.48
C0015672,C0878544,Directed,fatigue,12,0.5666666666666667,7.573333333333334
C0043094,C0878544,Directed,weight gain,4,0.5333333333333333,7.946666666666667
C0376405,C0878544,Directed,patient non compliance,15,0.5,6.799999999999999
C0042963,C0022661,Directed,vomiting,26,0.9666666666666667,9.653333333333334
C0085619,C0022661,Directed,orthopnea,15,0.9333333333333333,10.266666666666666
C0020461,C0022661,Directed,hyperkalemia,9,0.9,10.48
C0028961,C0022661,Directed,oliguria,6,0.8666666666666667,10.453333333333335
C0240100,C0022661,Directed,jugular venous distention,7,0.8333333333333334,10.10666666666667
C0027497,C0022661,Directed,nausea,24,0.8,8.48
C0392680,C0022661,Directed,shortness of breath,49,0.7666666666666667,6.213333333333334
C0856054,C0022661,Directed,mental status changes,9,0.7333333333333333,9.146666666666668
C0011991,C0022661,Directed,diarrhea,30,0.7,7.199999999999999
C0004093,C0022661,Directed,asthenia,24,0.6666666666666666,7.413333333333334
C0232292,C0022661,Directed,chest tightness,9,0.6333333333333333,8.346666666666668
C0231218,C0022661,Directed,malaise,3,0.6,8.56
C0085593,C0022661,Directed,chill,26,0.5666666666666667,6.453333333333333
C0034642,C0022661,Directed,rale,22,0.5333333333333333,6.506666666666668
C0015967,C0022661,Directed,fever,39,0.5,4.880000000000001
C0008033,C0022661,Directed,pleuritic pain,13,0.4666666666666667,6.693333333333333
C0277797,C0022661,Directed,apyrexial,22,0.43333333333333335,5.706666666666667
C0744492,C0022661,Directed,guaiac positive,9,0.4,6.480000000000001
C0038999,C0022661,Directed,swelling,14,0.36666666666666664,5.813333333333333
C0007398,C0022661,Directed,catatonia,5,0.3333333333333333,6.2666666666666675
C0241526,C0022661,Directed,unresponsiveness,25,0.3,4.4
C0457096,C0022661,Directed,yellow sputum,6,0.26666666666666666,5.653333333333333
C0577559,C0007097,Directed,mass of body structure,20,0.9666666666666667,10.133333333333335
C0030193,C0007097,Directed,pain,44,0.9333333333333333,7.946666666666667
C0221198,C0007097,Directed,lesion,21,0.9,9.520000000000001
C1269955,C0007097,Directed,tumor cell invasion,10,0.8666666666666667,10.133333333333335
C0205400,C0007097,Directed,thicken,16,0.8333333333333334,9.386666666666667
C0043096,C0007097,Directed,decreased body weight,27,0.8,8.240000000000002
C0019825,C0007097,Directed,hoarseness,4,0.7666666666666667,9.813333333333334
C0858924,C0007097,Directed,general discomfort,6,0.7333333333333333,9.386666666666667
C1513183,C0007097,Directed,metastatic lesion,6,0.7,9.12
C0850149,C0007097,Directed,non-productive cough,11,0.6666666666666666,8.453333333333333
C0009806,C0007097,Directed,constipation,10,0.6333333333333333,8.266666666666667
C0847488,C0007097,Directed,unhappy,3,0.6,8.56
C0030554,C0007097,Directed,paresthesia,5,0.5666666666666667,8.133333333333335
C0232995,C0007097,Directed,gravida 0,4,0.5333333333333333,7.946666666666667
C0011991,C0007097,Directed,diarrhea,30,0.5,5.6000000000000005
C0234233,C0007097,Directed,sore to touch,17,0.4666666666666667,6.373333333333333
C0018834,C0007097,Directed,heartburn,4,0.43333333333333335,7.146666666666668
C0027497,C0007097,Directed,nausea,24,0.4,5.28
C0034079,C0007097,Directed,lung nodule,5,0.36666666666666664,6.533333333333333
C0003962,C0019196,Directed,ascites,12,0.9666666666666667,10.773333333333335
C0000731,C0019196,Directed,distended abdomen,7,0.9333333333333333,10.906666666666666
C0424000,C0019196,Directed,feeling suicidal,16,0.9,9.920000000000002
C0010200,C0019196,Directed,cough,25,0.8666666666666667,8.933333333333334
C0234238,C0019196,Directed,ache,3,0.8333333333333334,10.42666666666667
C0558143,C0019196,Directed,macerated skin,1,0.8,10.32
C0581912,C0019196,Directed,heavy feeling,1,0.7666666666666667,10.053333333333335
C0233762,C0019196,Directed,hallucinations auditory,15,0.7333333333333333,8.666666666666668
C0085593,C0019196,Directed,chill,26,0.7,7.52
C0232766,C0019196,Directed,asterixis,4,0.6666666666666666,9.013333333333334
C0376405,C0019196,Directed,patient non compliance,15,0.6333333333333333,7.866666666666666
C0392680,C0085096,Directed,shortness of breath,49,0.9666666666666667,7.813333333333334
C0234253,C0085096,Directed,rest pain,1,0.9333333333333333,11.386666666666667
C0002962,C0085096,Directed,angina pectoris,10,0.9,10.4
C0241526,C0085096,Directed,unresponsiveness,25,0.8666666666666667,8.933333333333334
C0020461,C0085096,Directed,hyperkalemia,9,0.8333333333333334,9.946666666666669
C0232201,C0085096,Directed,sinus rhythm,6,0.8,9.920000000000002
C0553668,C0085096,Directed,labored breathing,5,0.7666666666666667,9.733333333333334
C0013404,C0085096,Directed,dyspnea,24,0.7333333333333333,7.946666666666666
C0234233,C0085096,Directed,sore to touch,17,0.7,8.24
C0003123,C0085096,Directed,anorexia,8,0.6666666666666666,8.693333333333333
C0234450,C0085096,Directed,sleepy,12,0.6333333333333333,8.106666666666667
C0438696,C0033975,Directed,suicidal,14,0.9666666666666667,10.613333333333335
C0233762,C0033975,Directed,hallucinations auditory,15,0.9333333333333333,10.266666666666666
C0424000,C0033975,Directed,feeling suicidal,16,0.9,9.920000000000002
C0233763,C0033975,Directed,hallucinations visual,10,0.8666666666666667,10.133333333333335
C0424230,C0033975,Directed,motor retardation,6,0.8333333333333334,10.186666666666667
C0312422,C0033975,Directed,blackout,13,0.8,9.360000000000001
C0424068,C0033975,Directed,verbal auditory hallucinations,7,0.7666666666666667,9.573333333333334
C0150041,C0033975,Directed,feeling hopeless,12,0.7333333333333333,8.906666666666666
C0022107,C0033975,Directed,irritable mood,14,0.7,8.479999999999999
C0085631,C0033975,Directed,agitation,21,0.6666666666666666,7.653333333333333
C0040822,C0033975,Directed,tremor,15,0.6333333333333333,7.866666666666666
C0007398,C0033975,Directed,catatonia,5,0.6,8.4
C0424109,C0033975,Directed,weepiness,8,0.5666666666666667,7.893333333333334
C0237154,C0033975,Directed,homelessness,9,0.5333333333333333,7.546666666666667
C0917801,C0033975,Directed,sleeplessness,11,0.5,7.120000000000001
C0424092,C0033975,Directed,withdraw,4,0.4666666666666667,7.413333333333334
C0455769,C0033975,Directed,energy increased,6,0.43333333333333335,6.986666666666668
C0728899,C0033975,Directed,intoxication,8,0.4,6.560000000000001
C0233481,C0033975,Directed,worry,12,0.36666666666666664,5.973333333333334
C0424295,C0033975,Directed,behavior hyperactive,2,0.3333333333333333,6.506666666666668
C0376405,C0033975,Directed,patient non compliance,15,0.3,5.2
C0344315,C0033975,Directed,mood depressed,8,0.26666666666666666,5.493333333333333
C0558261,C0033975,Directed,terrify,3,0.23333333333333334,5.626666666666667
C0028084,C0033975,Directed,nightmare,7,0.2,5.04
C0239110,C0033975,Directed,consciousness clear,7,0.16666666666666666,4.773333333333333
C0008031,C0020473,Directed,pain chest,21,0.9666666666666667,10.053333333333335
C0002962,C0020473,Directed,angina pectoris,10,0.9333333333333333,10.666666666666668
C0030252,C0020473,Directed,palpitation,10,0.9,10.4
C1305739,C0020473,Directed,presence of q wave,3,0.8666666666666667,10.693333333333332
C0085635,C0020473,Directed,photopsia,1,0.8333333333333334,10.58666666666667
C0038990,C0020473,Directed,sweat,12,0.8,9.440000000000001
C0700590,C0020473,Directed,sweating increased,12,0.7666666666666667,9.173333333333334
C0235710,C0020473,Directed,chest discomfort,7,0.7333333333333333,9.306666666666668
C0392680,C0020473,Directed,shortness of breath,49,0.7,5.68
C0392701,C0020473,Directed,giddy mood,2,0.6666666666666666,9.173333333333334
C0086439,C0020473,Directed,hypokinesia,13,0.6333333333333333,8.026666666666667
C0018991,C0020473,Directed,hemiplegia,10,0.6,8.0
C0012833,C0020473,Directed,dizziness,8,0.5666666666666667,7.893333333333334
C0424000,C0005586,Directed,feeling suicidal,16,0.9666666666666667,10.453333333333335
C0455769,C0005586,Directed,energy increased,6,0.9333333333333333,10.986666666666666
C0438696,C0005586,Directed,suicidal,14,0.9,10.08
C0022107,C0005586,Directed,irritable mood,14,0.8666666666666667,9.813333333333334
C0085631,C0005586,Directed,agitation,21,0.8333333333333334,8.986666666666668
C0557075,C0005586,Directed,has religious belief,4,0.8,10.080000000000002
C0578859,C0005586,Directed,disturbed family,2,0.7666666666666667,9.973333333333334
C0233762,C0005586,Directed,hallucinations auditory,15,0.7333333333333333,8.666666666666668
C0424068,C0005586,Directed,verbal auditory hallucinations,7,0.7,9.04
C0424109,C0005586,Directed,weepiness,8,0.6666666666666666,8.693333333333333
C0424295,C0005586,Directed,behavior hyperactive,2,0.6333333333333333,8.906666666666666
C0007398,C0005586,Directed,catatonia,5,0.6,8.4
C0150041,C0005586,Directed,feeling hopeless,12,0.5666666666666667,7.573333333333334
C0233481,C0005586,Directed,worry,12,0.5333333333333333,7.306666666666668
C0917801,C0005586,Directed,sleeplessness,11,0.5,7.120000000000001
C0917799,C0005586,Directed,hypersomnia,2,0.4666666666666667,7.573333333333334
C1299586,C0005586,Directed,difficulty,12,0.43333333333333335,6.506666666666668
C0233763,C0005586,Directed,hallucinations visual,10,0.4,6.400000000000001
C0020458,C0005586,Directed,hyperhidrosis disorder,1,0.36666666666666664,6.8533333333333335
C0026961,C0005586,Directed,mydriasis,1,0.3333333333333333,6.586666666666668
C0234133,C0005586,Directed,extrapyramidal sign,2,0.3,6.24
C0240233,C0005586,Directed,loose associations,3,0.26666666666666666,5.8933333333333335
C0728899,C0005586,Directed,intoxication,8,0.23333333333333334,5.2266666666666675
C0424230,C0005586,Directed,motor retardation,6,0.2,5.12
C0237154,C0005586,Directed,homelessness,9,0.16666666666666666,4.613333333333333
C0312422,C0005586,Directed,blackout,13,0.13333333333333333,4.026666666666666
C0040822,C0005586,Directed,tremor,15,0.1,3.5999999999999996
C0392674,C0005586,Directed,exhaustion,1,0.06666666666666667,4.453333333333333
C0030193,C0028754,Directed,pain,44,0.9666666666666667,8.213333333333335
C0007398,C0028754,Directed,catatonia,5,0.9333333333333333,11.066666666666666
C0037384,C0028754,Directed,snore,3,0.9,10.96
C0008031,C0028754,Directed,pain chest,21,0.8666666666666667,9.253333333333334
C0429091,C0028754,Directed,r wave feature,1,0.8333333333333334,10.58666666666667
C0557075,C0028754,Directed,has religious belief,4,0.8,10.080000000000002
C0392680,C0028754,Directed,shortness of breath,49,0.7666666666666667,6.213333333333334
C0015672,C0028754,Directed,fatigue,12,0.7333333333333333,8.906666666666666
C0557875,C0028754,Directed,tired,3,0.7,9.36
C0497406,C0028754,Directed,overweight,1,0.6666666666666666,9.253333333333334
C0232257,C0028754,Directed,systolic murmur,3,0.6333333333333333,8.826666666666668
C0344315,C0028754,Directed,mood depressed,8,0.6,8.16
C0013491,C0028754,Directed,ecchymosis,5,0.5666666666666667,8.133333333333335
C0013144,C0022116,Directed,drowsiness,12,0.9666666666666667,10.773333333333335
C0234450,C0022116,Directed,sleepy,12,0.9333333333333333,10.506666666666668
C0008031,C0022116,Directed,pain chest,21,0.9,9.520000000000001
C0002962,C0022116,Directed,angina pectoris,10,0.8666666666666667,10.133333333333335
C0438716,C0022116,Directed,pressure chest,7,0.8333333333333334,10.10666666666667
C0235710,C0022116,Directed,chest discomfort,7,0.8,9.840000000000002
C0392680,C0022116,Directed,shortness of breath,49,0.7666666666666667,6.213333333333334
C0013404,C0022116,Directed,dyspnea,24,0.7333333333333333,7.946666666666666
C0232201,C0022116,Directed,sinus rhythm,6,0.7,9.12
C0428977,C0022116,Directed,bradycardia,11,0.6666666666666666,8.453333333333333
C0038990,C0022116,Directed,sweat,12,0.6333333333333333,8.106666666666667
C0700590,C0022116,Directed,sweating increased,12,0.6,7.84
C0034642,C0022116,Directed,rale,22,0.5666666666666667,6.773333333333333
C0231221,C0022116,Directed,asymptomatic,2,0.5333333333333333,8.106666666666666
C0003123,C0022116,Directed,anorexia,8,0.5,7.359999999999999
C0003962,C1623038,Directed,ascites,12,0.9666666666666667,10.773333333333335
C0085639,C1623038,Directed,fall,9,0.9333333333333333,10.746666666666666
C0038002,C1623038,Directed,splenomegaly,5,0.9,10.8
C0033774,C1623038,Directed,pruritus,10,0.8666666666666667,10.133333333333335
C0000737,C1623038,Directed,pain abdominal,29,0.8333333333333334,8.346666666666668
C1269955,C1623038,Directed,tumor cell invasion,10,0.8,9.600000000000001
C0000731,C1623038,Directed,distended abdomen,7,0.7666666666666667,9.573333333333334
C0221198,C1623038,Directed,lesion,21,0.7333333333333333,8.186666666666667
C0578150,C1623038,Directed,hemodynamically stable,11,0.7,8.72
C0744492,C1623038,Directed,guaiac positive,9,0.6666666666666666,8.613333333333333
C0234233,C1623038,Directed,sore to touch,17,0.6333333333333333,7.706666666666667
C0151706,C1623038,Directed,bleeding of vagina,2,0.6,8.64
C0015967,C0015230,Directed,fever,39,0.9666666666666667,8.613333333333333
C0033774,C0015230,Directed,pruritus,10,0.9333333333333333,10.666666666666668
C0332573,C0015230,Directed,macule,1,0.9,11.120000000000001
C0221198,C0015230,Directed,lesion,21,0.8666666666666667,9.253333333333334
C0332575,C0015230,Directed,redness,7,0.8333333333333334,10.10666666666667
C0018681,C0015230,Directed,headache,12,0.8,9.440000000000001
C0277797,C0015230,Directed,apyrexial,22,0.7666666666666667,8.373333333333335
C0003862,C0015230,Directed,arthralgia,3,0.7333333333333333,9.626666666666667
C0038999,C0015230,Directed,swelling,14,0.7,8.479999999999999
C0041834,C0015230,Directed,erythema,8,0.6666666666666666,8.693333333333333
C0085636,C0015230,Directed,photophobia,4,0.6333333333333333,8.746666666666666
C0085593,C0015230,Directed,chill,26,0.6,6.719999999999999
C1384489,C0015230,Directed,scratch marks,3,0.5666666666666667,8.293333333333333
C0030193,C0015230,Directed,pain,44,0.5333333333333333,4.746666666666667
C0221150,C0015230,Directed,painful swallowing,5,0.5,7.6
C0856054,C0005001,Directed,mental status changes,9,0.9666666666666667,11.013333333333335
C0006625,C0005001,Directed,cachexia,4,0.9333333333333333,11.146666666666667
