Id,Label,condition
C0877855,Cerebral Embolism and Thrombosis,disease
C0752184,Cerebral Helminthiasis,disease
C0751801,"Cerebral Hematoma, Traumatic",disease
C2937358,Cerebral Hemorrhage,disease
C0751892,"Cerebral Hemorrhage, Hypertensive",disease
C0007785,Cerebral Infarction,disease
C0394003,"Cerebral Palsy, Dystonic-Rigid",disease
C0751675,Cerebral Primitive Neuroectodermal Tumor,disease
C1956261,Cerebral Venous Angioma,disease
C0007798,Cerebral Ventricle Neoplasms,disease
C0751026,"Cerebrospinal Fluid Otorrhea, Traumatic",symptom
C0007815,Cerebrospinal Fluid Rhinorrhea,symptom
C0007820,Cerebrovascular Disorders,disease
C0751814,Cerebrovascular Trauma,disease
C0038454,Cerebrovascular accident,disease
C0206708,Cervical Intraepithelial Neoplasia,disease
C0007868,Cervical dysplasia,disease
C0001264,Cervicofacial actinomycosis,disease
C0458101,Cervicogenic Headache,disease
C0007867,Cervix Diseases,disease
C0007869,Cervix Erosion,disease
C0007894,Cestode Infections,disease
C0007930,Chagas Cardiomyopathy,disease
C0041234,Chagas Disease,disease
C0007947,Chancroids,disease
C0544008,Chandler syndrome,disease
C1720983,Channelopathies,disease
C0270911,"Charcot-Marie-Tooth Disease, Type Ia (disorder)",disease
C0007965,Chediak-Higashi Syndrome,disease
C0007971,Cheilitis,disease
C0006435,Chemical Burns,disease
C0008029,Cherubism,disease
C0008031,Chest Pain,symptom
C0008039,Cheyne-Stokes Respiration,symptom
C0008043,Chiari-Frommel Syndrome,disease
C0008049,Chickenpox,disease
C0267494,Chilaiditi Syndrome,disease
C0008058,Chilblains,disease
C0008066,Child Behavior Disorders,disease
C0085996,Child Development Deviations,symptom
C0008074,"Child Development Disorders, Pervasive",disease
C1257753,Child Malnutrition,disease
C0023452,Childhood Acute Lymphoblastic Leukemia,disease
C0393675,Childhood Benign Occipital Epilepsy,disease
C0278510,Childhood Medulloblastoma,disease
C0393540,Childhood Progressive Bulbar Palsy,disease
C0751553,Childhood Tic Disorders,disease
C0008149,Chlamydia Infections,disease
C0887976,Chlamydophila Infections,disease
C0008297,Choanal Atresia,disease
C0008311,Cholangitis,disease
C0008325,Cholecystitis,disease
C0947622,Cholecystolithiasis,disease
C1257796,"Choledochal Cyst, Type II",disease
C0701818,Choledocholithiasis,disease
C0008350,Cholelithiasis,disease
C0008354,Cholera,disease
C0008370,Cholestasis,symptom
C0005398,"Cholestasis, Extrahepatic",disease
C0008373,Cholesteatoma,disease
C0149649,Cholesterol Embolism,disease
C0008384,Cholesterol Ester Storage Disease,disease
C0008412,Choline Deficiency,disease
C0008441,Chondroblastoma,disease
C0282529,"Chondrodysplasia Punctata, Rhizomelic",disease
C0282102,"Chondrodysplasia punctata, X-linked dominant type",disease
C0936248,Chondroma,disease
C0085700,Chondromalacia,disease
C0008475,Chondromalacia Patellae,disease
C0206636,Chondromatosis,disease
C0008479,Chondrosarcoma,disease
C0008487,Chordoma,disease
C0393576,Chorea Acanthocytosis Syndrome,disease
C0264746,Chorea Gravidarum,disease
C0008497,Choriocarcinoma,disease
C0008513,Chorioretinitis,disease
C0008521,Choroid Diseases,disease
C0008522,Choroid Hemorrhage,disease
C0008523,Choroid Neoplasms,disease
C0085138,Choroid Plexus Neoplasms,disease
C0205770,Choroid Plexus Papilloma,disease
C0600518,Choroidal Neovascularization,disease
C0008525,Choroideremia,disease
C0008526,Choroiditis,disease
C0162359,Christ-Siemens-Touraine syndrome,disease
C0008582,Chromoblastomycosis,disease
C1516516,Chromosomal Duplication,disease
C0040715,Chromosomal translocation,disease
C0008625,Chromosome Aberrations,disease
C0376628,Chromosome Breakage,disease
C1257826,Chromosome Stability,disease
C0021943,Chromosome inversion,disease
C1527303,Chronic Airflow Obstruction,disease
C0015674,Chronic Fatigue Syndrome,disease
C1561643,Chronic Kidney Diseases,disease
C0023434,Chronic Lymphocytic Leukemia,disease
C0023481,Chronic Neutrophilic Leukemia,disease
C0024117,Chronic Obstructive Airway Disease,disease
C0393743,Chronic Paroxysmal Hemicrania,disease
C0266929,Chronic Periodontitis,disease
C1443892,Chronic Q Fever,disease
C0017577,Chronic desquamative gingivitis,disease
C0024138,Chronic discoid lupus erythematosus,disease
C0008679,Chronic disease,disease
C0031022,Chronic periaortitis,disease
C0162674,Chronic progressive external ophthalmoplegia,symptom
C0008733,Chylothorax,disease
C0008732,Chylous Ascites,disease
C2004491,Cicatrix,symptom
C0162810,"Cicatrix, Hypertrophic",disease
C0008775,Ciguatera Poisoning,disease
C0235229,Ciliary Body Spasm,symptom
C0008780,Ciliary Motility Disorders,disease
C0813142,Circadian Rhythm Disorders,disease
C0206602,Circovirus Infections,disease
C0027625,Circulating Neoplastic Cells,disease
C1623038,Cirrhosis,disease
C0175683,Citrullinemia,disease
C0399523,Class I malocclusion,disease
C0024638,Class II division 2 malocclusion,disease
C0399526,Class III malocclusion,disease
C1955870,Classical Lissencephalies and Subcortical Band Heterotopias,disease
C0019841,Classical Swine Fever,disease
C0206651,Clear Cell Sarcoma of Soft Tissue,disease
C1333068,Clear-Cell Myomelanocytic Tumors,disease
C1837218,"Cleft palate, isolated",disease
C0008924,Cleft upper lip,disease
C0008928,Cleidocranial Dysplasia,disease
C0009021,Clonorchiasis,disease
C0085094,Closed head injuries,disease
C0343386,Clostridium difficile infection,disease
C0009171,Cocaine Abuse,disease
C0009186,Coccidioidomycosis,disease
C0009197,Cochlear Diseases,disease
C0751037,"Cockayne Syndrome, Type III",disease
C0079136,Cockayne-Touraine Disease,disease
C0265252,Coffin-Lowry syndrome,disease
C0175816,Cold Hemagglutinin Disease,disease
C0009319,Colitis,disease
C0238067,"Colitis, Collagenous",disease
C0162529,"Colitis, Ischemic",disease
C0400822,"Colitis, Lymphocytic",disease
C0400821,"Colitis, Microscopic",disease
C0009326,Collagen Diseases,disease
C0009353,Colles' Fracture,disease
C3543867,Collodion Fetus,disease
C0333157,Colloid Cysts,disease
C0012811,Colon diverticulum anatomic structure,disease
C0009373,Colonic Diseases,disease
C0009374,"Colonic Diseases, Functional",disease
C0012814,Colonic Diverticulitis,disease
C0009376,Colonic Polyps,disease
C0009377,Colonic Pseudo-Obstruction,disease
C0750915,Color Anomia,symptom
C0155015,"Color Blindness, Red",symptom
C0009400,Colorado Tick Fever,disease
C0009402,Colorectal Carcinoma,disease
C0394016,"Coma, Post-Head Injury",disease
C0476171,Comminuted Fracture type,disease
C0009438,Common Bile Duct Calculi,disease
C0009440,Common Bile Duct Diseases,disease
C0009442,Common Bile Duct Neoplasms,disease
C0338480,Common Migraine,disease
C0009450,Communicable Diseases,symptom
C0872315,"Communicable Diseases, Emerging",disease
C0751050,"Communication Disorders, Developmental",symptom
C0206171,Community-Acquired Infections,disease
C0009492,Compartment syndromes,symptom
C0233283,Complete breech presentation,disease
C0393734,Complex Partial Status Epilepticus,disease
C0458219,Complex Regional Pain Syndromes,disease
C0342257,Complications of Diabetes Mellitus,disease
C0264499,Compression Pulmonary Atelectasis,disease
C0521169,Compression fracture,disease
C0086040,Compulsive Personality,disease
C0751127,Concussive Convulsion,disease
C0282313,"Condition, Preneoplastic",disease
C0018777,Conductive hearing loss,symptom
C0009663,Condylomata Acuminata,disease
C0009676,Confusion,disease
C0752295,Confusional Arousals,disease
C0000768,Congenital Abnormality,disease
C3540662,Congenital Amaurosis of Retinal Origin,disease
C2350173,"Congenital Cystic Adenomatoid Malformation, Type I",disease
C0282577,Congenital Disorders of Glycosylation,disease
C4551649,Congenital Dysplasia Of The Hip,disease
C0016508,Congenital Foot Deformity,disease
C0018566,Congenital Hand Deformities,disease
C0018798,Congenital Heart Defects,symptom
C1332965,Congenital Mesoblastic Nephroma,disease
C0002768,Congenital Pain Insensitivity,disease
C0035921,Congenital Rubella Syndrome,disease
C0039093,Congenital abnormal Synostosis,disease
C0035238,Congenital abnormality of respiratory system,disease
C0001627,Congenital adrenal hyperplasia,disease
C0003857,Congenital arteriovenous malformation,disease
C0521802,Congenital atransferrinemia,disease
C0242855,Congenital atresia of pulmonary valve,disease
C0006281,Congenital bronchogenic cyst,disease
C0009081,Congenital clubfoot,disease
C0266015,Congenital digestive system anomalies,disease
C1306589,"Congenital dyserythropoietic anemia, type II",disease
C1306503,Congenital exomphalos,symptom
C2584774,Congenital hypofibrinogenemia,disease
C1261470,Congenital meningocele,disease
C0151491,Congenital musculoskeletal anomalies,disease
C0497552,Congenital neurologic anomalies,disease
C0700501,Congenital nystagmus,disease
C0009363,Congenital ocular coloboma (disorder),disease
C0016842,Congenital pectus excavatum,disease
C0027612,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",disease
C0018802,Congestive heart failure,disease
C0009759,Conjunctival Diseases,disease
C0009761,Conjunctival Neoplasms,disease
C0009763,Conjunctivitis,symptom
C0009765,"Conjunctivitis, Acute Hemorrhagic",disease
C1384514,Conn Syndrome,disease
C0009782,Connective Tissue Diseases,disease
C0206765,Connective and Soft Tissue Neoplasm,disease
C2350875,Constrictive Bronchiolitis,disease
C0162351,Contact hypersensitivity,disease
C0009917,Contracture,disease
C0009938,Contusions,symptom
C0742803,Conus Medullaris Syndrome,disease
C0009940,Convalescence,disease
C0279702,Conventional (Clear Cell) Renal Cell Carcinoma,disease
C0009946,Conversion disorder,disease
C0009983,Coprophagia,symptom
C0009995,Cor Triatriatum,disease
C0034072,Cor pulmonale,disease
C0010034,Corneal Diseases,disease
C0339277,"Corneal Dystrophy, Juvenile Epithelial of Meesmann",disease
C2717756,Corneal Endothelial Cell Loss,disease
C0085109,Corneal Neovascularization,disease
C0010038,Corneal Opacity,disease
C0010043,Corneal Ulcer,disease
C2717990,Corneal Wavefront Aberration,disease
C0010037,Corneal edema,disease
C0270972,Cornelia De Lange Syndrome,disease
C0010051,Coronary Aneurysm,disease
C0010054,Coronary Arteriosclerosis,disease
C1956346,Coronary Artery Disease,disease
C0010073,Coronary Artery Vasospasm,disease
C0151814,Coronary Occlusion,disease
C0948480,Coronary Restenosis,disease
C0242231,Coronary Stenosis,disease
C0010072,Coronary Thrombosis,disease
C0010074,Coronary Vessel Anomalies,disease
C0010068,Coronary heart disease,disease
C1610620,Coronary-Subclavian Steal Syndrome,disease
C0010078,Coronaviridae Infections,disease
C0206750,Coronavirus Infections,disease
C0020497,Cortical Congenital Hyperostosis,disease
C0010153,Corynebacterium Infections,disease
C0010200,Coughing,symptom
C0010232,Cowpox,disease
C0010246,Coxsackievirus Infections,disease
C0010261,Cracked Tooth Syndrome,disease
C0273483,Cranial Nerve Injuries,disease
C0153644,"Cranial Nerve Neoplasms, Malignant",disease
C0751059,"Cranial Neuropathies, Multiple",disease
C0751793,Craniocervical Injuries,disease
C0376634,Craniofacial Abnormalities,disease
C2931196,Craniofacial dysostosis type 1,disease
C0079173,Craniomandibular Disorders,disease
C0022336,Creutzfeldt-Jakob disease,disease
C0010314,Cri-du-Chat Syndrome,disease
C0010324,"Crigler Najjar syndrome, type 1",disease
C0010340,Critical Illness,disease
C0010356,Cross Infection,disease
C0242385,Crossbite,symptom
C0010392,Crush syndrome,disease
C0010403,Cryoglobulinemia,disease
C3888929,Cryptococcus gattii Infection,disease
C0524611,Cryptogenic Chronic Hepatitis,disease
C0010418,Cryptosporidiosis,disease
C0206239,Cubital Tunnel Syndrome,disease
C0035127,Cumulative Trauma Disorders,disease
C0010474,Curling Ulcer,disease
C0037932,Curvature of spine,disease
C0010481,Cushing Syndrome,disease
C0006846,Cutaneous Candidiasis,disease
C0423772,Cutaneous Fistula,disease
C1136033,Cutaneous Mastocytosis,disease
C0010495,Cutis Laxa,disease
C0343398,Cyclosporiasis,disease
C0010598,Cyclothymic Disorder,disease
C0010709,Cyst,symptom
C0010631,Cystadenocarcinoma,disease
C0206699,"Cystadenocarcinoma, Mucinous",disease
C0206700,"Cystadenocarcinoma, Papillary",disease
C0010633,Cystadenoma,disease
C0010635,"Cystadenoma, Mucinous",disease
C0010636,"Cystadenoma, Papillary",disease
C0206709,"Cystadenoma, Serous",disease
C0751202,Cystathionine beta-Synthase Deficiency Disease,disease
C0022679,Cystic kidney,disease
C0277066,Cysticercus cellulosae Infection,disease
C0010691,Cystinuria,disease
C0010692,Cystitis,disease
C0010695,Cystocele,disease
C0268237,Cytochrome-c Oxidase Deficiency,disease
C0341335,Cytomegalovirus Colitis,disease
C0206178,Cytomegalovirus Retinitis,disease
C1563696,DNA Repair-Deficiency Disorders,disease
C0012922,DNA Virus Infections,disease
C0155223,Dacryoadenitis,disease
C3887633,"Dandy-Walker Syndrome, Familial",disease
C0149870,De Quervain Disease,disease
C1955603,Deaf-Blind Disorders,symptom
C1148477,"Deafness, Sudden",symptom
C0011085,"Decalcification, Pathologic",disease
C0152232,Decapitation,disease
C0011119,Decompression Sickness,disease
C0751070,Decorticate State,symptom
C0919308,Decreased Intraocular Pressure-Associated Papilledema,disease
C0149871,Deep Vein Thrombosis,disease
C0011156,Deficiency Diseases,disease
C2713537,Deficiency of Platelet Glycoprotein 1b,disease
C2939465,Deficiency of glucose-6-phosphate dehydrogenase,disease
C0342731,Deficiency of mevalonate kinase,disease
C0025585,Deformity of metatarsal,disease
C0029408,Degenerative polyarthritis,disease
C0011168,Deglutition Disorders,symptom
C0011175,Dehydration,disease
C0221057,Dejerine-Roussy Syndrome,disease
C1566590,Delayed Graft Function,disease
C0020522,Delayed Hypersensitivity,disease
C0034012,Delayed Puberty,disease
C0011206,Delirium,disease
C0020091,Deltaretrovirus Infections,disease
C0011251,Delusional disorder,disease
C0011253,Delusions,symptom
C0497327,Dementia,symptom
C0011303,Demyelinating Diseases,disease
C1260325,"Dendritic Cell Sarcoma, Follicular",disease
C0011311,Dengue Fever,disease
C0011320,Dens in Dente,disease
C0878681,Dent's disease,disease
C0011330,Dental Calculus,disease
C0011346,Dental Deposits,disease
C5691421,Dental Enamel Erosion,disease
C0011360,Dental Fissures,disease
C0011361,Dental Fistula,disease
C0026618,"Dental Fluorosis, Acquired",disease
C0011378,Dental Leakage,disease
C0011385,"Dental Occlusion, Traumatic",disease
C0011389,Dental Plaque,disease
C0011405,Dental Pulp Diseases,disease
C0011406,Dental Pulp Exposure,disease
C1527284,Dental Pulp Stone,disease
C0011428,Dentigerous Cyst,disease
C0011430,Dentin Dysplasia,disease
C0011432,Dentin Sensitivity,disease
C0011434,"Dentin, Secondary",disease
C0011436,Dentinogenesis Imperfecta,disease
C0950121,Denys-Drash Syndrome,disease
C0439857,Dependence,disease
C0011548,Dependent Personality Disorder,disease
C0549249,Depressed Level of Consciousness,symptom
C0086133,Depressive Syndrome,disease
C0011603,Dermatitis,disease
C0011608,Dermatitis Herpetiformis,symptom
C0162820,"Dermatitis, Allergic Contact",disease
C0162823,"Dermatitis, Irritant",disease
C0162824,"Dermatitis, Photoallergic",disease
C0162830,"Dermatitis, Phototoxic",disease
C0032342,"Dermatitis, Toxicodendron",disease
C0206647,Dermatofibrosarcoma,disease
C0265514,Dermatofibrosis lenticularis disseminata,disease
C0011630,Dermatomycoses,disease
C0263666,"Dermatomyositis, Childhood Type",disease
C0011649,Dermoid Cyst,disease
C0281508,Desmoplastic Small Round Cell Tumor,disease
C0206645,Desmoplastic fibroma,disease
C0011813,Dextrocardia,disease
C0011847,Diabetes,disease
C0011848,Diabetes Insipidus,symptom
C0011849,Diabetes Mellitus,disease
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",disease
C1263960,Diabetes with coma (disorder),disease
C0393835,Diabetic Asymmetric Polyneuropathy,disease
C0853897,Diabetic Cardiomyopathies,disease
C0011880,Diabetic Ketoacidosis,disease
C0011884,Diabetic Retinopathy,disease
C1456868,Diabetic foot ulcer,disease
C0376338,"Diagnosis, Psychiatric",symptom
C0011974,Diaper Rash,disease
C0011981,Diaphragmatic Eventration,disease
C0019284,Diaphragmatic Hernia,disease
C2717988,Diarrhetic Shellfish Poisoning,disease
C0012102,Dicrocoeliasis,disease
C0012118,Dictyocaulus Infections,disease
C0276791,Dientamoeba fragilis Infection,disease
C0752219,Diffuse Axonal Injury,disease
C0007795,Diffuse Cerebral Sclerosis of Schilder,disease
C0079744,Diffuse Large B-Cell Lymphoma,disease
C2717758,Diffuse Neurofibrillary Tangles with Calcification,disease
C1258104,Diffuse Scleroderma,disease
C0079238,Digestive System Fistula,disease
C1959620,Dihydropyrimidine Dehydrogenase Deficiency,disease
C0012517,Dipetalonema Infections,disease
C1301422,Diphtheria due to Corynebacterium diphtheriae,disease
C0012561,Diphyllobothriasis,disease
C0271186,"Diplopia, Refractive",symptom
C0012602,Dirofilariasis,disease
C0012624,Discitis,disease
C0012628,Discrete Subaortic Stenosis,disease
C0012634,Disease,disease
C0950124,Disease due to Papilloma virus,disease
C0276275,Disease due to Parvoviridae,disease
C0012655,Disease susceptibility,disease
C0012675,Diseases in Twins,disease
C0032708,Disorders of Porphyrin Metabolism,disease
C0233407,Disorientation,symptom
C0340643,Dissection of aorta,disease
C0012739,Disseminated Intravascular Coagulation,disease
C0020703,Dissociative Hysteria,disease
C0751336,Distal Muscular Dystrophies,disease
C0877848,Distorted hearing,symptom
C0270328,Diurnal Enuresis,disease
C0012819,Diverticular disease of colon,disease
C0012813,Diverticulitis,disease
C1510475,Diverticulosis,disease
C0432416,"Down Syndrome, Partial Trisomy 21",disease
C0013100,Dracunculiasis,disease
C0013132,Drooling,symptom
C0013142,Drowning,disease
C0086182,"Drug Abuse, Parenteral",disease
C0013182,Drug Allergy,disease
C0029944,Drug Overdose,disease
C0086189,Drug Withdrawal Symptoms,symptom
C3542021,Duchenne and Becker Muscular Dystrophy,disease
C1176475,Ductal Carcinoma,disease
C0013288,Dumping Syndrome,disease
C0541912,Duodenal Cancer,disease
C0013289,Duodenal Diseases,disease
C0013292,Duodenal Obstruction,disease
C0013299,Duodenogastric Reflux,disease
C4082974,Dupuytren's Disease,disease
C0013336,Dwarfism,symptom
C0454596,"Dysarthria, Spastic",symptom
C0013363,Dysautonomia,disease
C0013364,"Dysautonomia, Familial",disease
C0013369,Dysentery,symptom
C1257869,"Dysentery, Shigella dysenteriae",disease
C0392699,Dysesthesia,symptom
C0013374,Dysgammaglobulinemia,symptom
C0013377,Dysgerminoma,disease
C0013378,Dysgeusia,symptom
C0751512,Dysglossia,symptom
C0751088,"Dyskinesia, Medication-Induced",disease
C0242339,Dyslipidemias,disease
C0013390,Dysmenorrhea,symptom
C0013393,Dysostoses,disease
C1384606,Dyspareunia,symptom
C0013405,"Dyspnea, Paroxysmal",disease
C4704929,Dysthymia and Chronic Depression,disease
C0013418,Dystocia,disease
C0013421,Dystonia,symptom
C0013423,Dystonia Musculorum Deformans,disease
C5690892,E-Cigarette or Vaping Product Use-Associated Lung Injury,disease
C0013446,"Ear Deformities, Acquired",disease
C0013447,Ear Diseases,disease
C0013449,Ear Neoplasms,disease
C0013456,Earache,symptom
C0013467,East Coast Fever,disease
C0013481,Ebstein Anomaly,disease
C0013491,Ecchymosis,symptom
C0206671,Eccrine acrospiroma,disease
C0013502,Echinococcosis,disease
C0013504,"Echinococcosis, Hepatic",disease
C0013505,"Echinococcosis, Pulmonary",disease
C0013514,Echinostomiasis,disease
C0013528,Echolalia,symptom
C0013533,Echovirus Infections,disease
C0013537,Eclampsia,disease
C0013568,Ecthyma,disease
C0013570,"Ecthyma, Contagious",disease
C1720965,"Ectodermal Dysplasia 3, Anhidrotic",disease
C0013578,Ectoparasitic Infestations,disease
C0013581,Ectopia Lentis,disease
C0032987,Ectopic Pregnancy,disease
C0008519,Ectopic Tissue,disease
C0013591,"Ectromelia, Infectious",disease
C0013592,Ectropion,disease
C0013595,Eczema,symptom
C0086196,"Eczema, Infantile",disease
C0013608,"Edema, Cardiac",symptom
C0013720,Ehlers-Danlos Syndrome,disease
C0013743,Eisenmenger Complex,disease
C0013755,Elaeophoriasis,disease
C1556061,Electrical Injuries,disease
C0949855,"Electron Transport Chain Deficiencies, Mitochondrial",disease
C0544766,Elephantiasis Nostras Verrucosa,disease
C0013895,Elimination Disorders,disease
C0013902,"Elliptocytosis, Hereditary",disease
C0013903,Ellis-Van Creveld Syndrome,disease
C0013922,Embolism,disease
C0013927,"Embolism, Amniotic Fluid",disease
C0238096,"Embolism, Paradoxical",disease
C0752350,Embryo Death,disease
C0206659,Embryonal Carcinoma,disease
C0027654,Embryonal Neoplasm,disease
C0206656,Embryonal Rhabdomyosarcoma,disease
C0013949,Embryopathies,disease
C2745965,Emergencies [Disease/Finding],disease
C0521610,Emphysematous Cholecystitis,disease
C0014008,Empty Sella Syndrome,disease
C0014009,Empyema,disease
C0014012,"Empyema, Gallbladder",disease
C0014013,"Empyema, Pleural",disease
C0038539,"Empyema, Subdural",disease
C0014014,"Empyema, Tuberculous",disease
C5442008,Enamel Agenesis,disease
C0014053,"Encephalitis, California",disease
C0015632,"Encephalitis, Far Eastern Russian",disease
C0014060,"Encephalitis, St. Louis",disease
C0751583,"Encephalitis, West Nile Fever",disease
C0085412,Encephalitozoonosis,disease
C0014068,Encephalomalacia,disease
C0014070,Encephalomyelitis,disease
C0014059,"Encephalomyelitis, Acute Disseminated",disease
C0153065,"Encephalomyelitis, Eastern Equine",disease
C0014073,"Encephalomyelitis, Enzootic Porcine",disease
C0014074,"Encephalomyelitis, Equine",disease
C0153064,"Encephalomyelitis, Western Equine",disease
C0085584,Encephalopathies,disease
C0085209,"Encephalopathy, Bovine Spongiform",disease
C0751267,"Encephalopathy, Subacute Necrotizing, Infantile",disease
C0014084,Enchondromatosis,disease
C0745744,End Stage Liver Disease,disease
C0014100,Endarteritis,disease
C0342200,Endemic Cretinism,disease
C0041472,Endemic Flea-Borne Typhus,disease
C0018022,Endemic goiter,disease
C0014116,Endocardial Cushion Defects,disease
C0014117,Endocardial Fibroelastosis,disease
C0014118,Endocarditis,disease
C1257963,Endogenous Hyperinsulinism,disease
C1504464,Endoleak,disease
C0206586,Endolymphatic Hydrops,disease
C0476089,Endometrial Carcinoma,disease
C0206630,Endometrial Stromal Sarcoma,disease
C0014175,Endometriosis,disease
C0014179,Endometritis,disease
C0553980,Endomyocardial Fibrosis,disease
C0014236,Endophthalmitis,disease
C0376618,Endotoxemia,disease
C0036981,Endotoxic shock,disease
C0014306,Enophthalmos,disease
C0014324,Entamoebiasis,disease
C1527403,"Entamoebiasis, Hepatic",disease
C0014335,Enteritis,disease
C0014342,"Enteritis, Transmissible, of Turkeys",disease
C0014347,Enterobacteriaceae Infections,disease
C0086227,Enterobiasis,disease
C0014356,Enterocolitis,disease
C0343387,"Enterocolitis, Neutropenic",disease
C0341318,Enterocutaneous Fistula,disease
C0014371,Enterotoxemia,disease
C0014378,Enterovirus Infections,disease
C0343961,Entomophthoramycosis,disease
C0014390,Entropion,disease
C0014394,Enuresis,symptom
C0282504,Environmental Illness,disease
C0752289,Environmental Sleep Disorder,disease
C0085165,Enzootic bovine leukosis,disease
C0014457,Eosinophilia,disease
C0085179,Eosinophilia-Myalgia Syndrome,disease
C0014461,Eosinophilic Granuloma,disease
C0341106,Eosinophilic esophagitis,disease
C0008728,Eosinophilic granulomatosis with polyangiitis,disease
C0751677,Ependymoastrocytoma,disease
C0014481,Ephemeral Fever,disease
C0014522,Epidermodysplasia Verruciformis,disease
C0014527,Epidermolysis Bullosa,disease
C0079293,Epidermolysis Bullosa Acquisita,disease
C0014534,Epididymitis,disease
C0270629,Epidural Abscess,disease
C0014536,Epidural Neoplasms,disease
C0014541,Epiglottitis,disease
C0085543,Epilepsia Partialis Continua,disease
C0014544,Epilepsy,disease
C0085417,"Epilepsy, Complex Partial",disease
C0085541,"Epilepsy, Frontal Lobe",disease
C0376532,"Epilepsy, Rolandic",disease
C0014571,"Epiphyses, Slipped",disease
C0339543,Epiretinal Membrane,disease
C0393739,Episodic Cluster Headache,disease
C0014588,Epispadias,disease
C0014591,Epistaxis,disease
C0014511,Epithelial cyst,disease
C0206739,Epithelioid and spindle cell nevus,disease
C0206732,Epithelioid hemangioendothelioma,disease
C0149678,Epstein-Barr Virus Infections,disease
C0014661,Equine Infectious Anemia,disease
C0014670,Equinus Deformity,disease
C0878675,Erdheim-Chester Disease,disease
C0242350,Erectile dysfunction,symptom
C0014714,Ergotism,disease
C3853541,Erosive Duodenitis,disease
C0014733,Erysipelas,disease
C0014736,Erysipelothrix infection,disease
C0041834,Erythema,symptom
C0014740,Erythema Chronicum Migrans,disease
C0014741,Erythema Induratum,disease
C0085273,Erythema Infectiosum,disease
C0014742,Erythema Multiforme,disease
C0014743,Erythema Nodosum,disease
C0014752,Erythrasma,disease
C0014761,"Erythroblastosis, Fetal",disease
C0265961,Erythrokeratodermia variabilis,disease
C0014804,Erythromelalgia,disease
C0162568,Erythropoietic Protoporphyria,disease
C0014836,Escherichia coli Infections,disease
C0014848,Esophageal Achalasia,disease
C0014850,Esophageal Atresia,disease
C0014851,Esophageal Cyst,disease
C0014852,Esophageal Diseases,disease
C0014856,Esophageal Fistula,disease
C0014860,Esophageal Perforation,disease
C0014866,Esophageal Stenosis,disease
C0917875,Esophageal diverticulosis,disease
C0014854,Esophageal diverticulum,disease
C0014858,Esophageal motility disorders,disease
C0014863,Esophageal spasm,disease
C0014868,Esophagitis,disease
C0014877,Esotropia,disease
C0086254,Essential Polyarteritis,disease
C0270736,Essential Tremor,disease
C0015029,Ethmoid Sinusitis,disease
C0015190,Euthyroid Sick Syndromes,disease
C5197850,Evaporative Dry Eye Disease,disease
C0684337,Ewings sarcoma-primitive neuroectodermal tumor (PNET),disease
C0015230,Exanthema,symptom
C0015231,Exanthema Subitum,disease
C0206368,Exfoliation Syndrome,disease
C0011606,Exfoliative dermatitis,disease
C0015269,Exhibitionism,disease
C0267963,Exocrine pancreatic insufficiency,disease
C0015300,Exophthalmos,symptom
C1442903,Exostoses,disease
C0015310,Exotropia,disease
C0014072,Experimental Autoimmune Encephalomyelitis,disease
C0751312,Experimental Pneumococcal Meningitis,disease
C0752129,Experimental Spinal Cord Ischemia,disease
C0232100,Exsanguination,disease
C1827301,Extensively Drug-Resistant Tuberculosis,disease
C0750989,External Carotid Artery Thrombosis,disease
C0030422,Extra-Adrenal Paraganglioma,disease
C0393667,Extrapontine Myelinolysis,disease
C0015371,Extrapyramidal Disorders,disease
C0015378,Extravasation of Contrast Media,disease
C0002390,Extrinsic allergic alveolitis,disease
C0154832,Exudative retinopathy,disease
C0015393,Eye Abnormalities,disease
C0015395,Eye Burns,disease
C0015398,"Eye Diseases, Hereditary",disease
C0015402,Eye Hemorrhage,symptom
C0015403,Eye Infection,disease
C0015404,"Eye Infections, Bacterial",disease
C0015406,"Eye Infections, Parasitic",disease
C0015407,"Eye Infections, Viral",disease
C0015408,Eye Injuries,disease
C0015409,"Eye Injuries, Penetrating",disease
C0015411,Eye Manifestations,symptom
C0015401,Eye foreign bodies,disease
C0151827,Eye pain,symptom
C0015423,Eyelid Diseases,disease
C0015424,Eyelid Neoplasms,disease
C0751157,FRAXE Syndrome,disease
C0002986,Fabry Disease,disease
C0015458,Facial Hemiatrophy,disease
C0015459,Facial Injuries,disease
C0270871,Facial Myokymia,disease
C0015461,Facial Neoplasms,disease
C0751820,Facial Nerve Avulsion,disease
C0015467,Facial Neuralgia,disease
C0751136,"Facial Pain, Referred",symptom
C1306710,Facial asymmetry,disease
C0015469,Facial paralysis,symptom
C0282631,Facies,disease
C0015480,Factitious Disorders,disease
C0015503,Factor VII Deficiency,disease
C0015519,Factor X Deficiency,disease
C0015526,Factor XII Deficiency,disease
C1963763,Failed Back Surgery Syndrome,disease
C0015544,Failure to Thrive,symptom
C0015556,Fallopian Tube Diseases,disease
C0015558,Fallopian Tube Neoplasms,disease
C0205747,Familial Atypical Multiple Mole-Melanoma,disease
C0031069,Familial Mediterranean Fever,disease
C0751398,Familial Olivopontocerebellar Atrophy,disease
