Source,Target,Type,Id,Label,Weight
C3888929,C0877781,Directed,C3888929_C0877781,Edge from Cryptococcosis to Headache,1
C3888929,C0015967,Directed,C3888929_C0015967,Edge from Cryptococcosis to Fever,1
C3888929,C0085636,Directed,C3888929_C0085636,Edge from Cryptococcosis to Photophobia,1
C3888929,C0085619,Directed,C3888929_C0085619,Edge from Cryptococcosis to Shortness of breath,1
C0010481,C0151786,Directed,C0010481_C0151786,Edge from Cushing's syndrome to Muscle weakness,1
C0010481,C0001144,Directed,C0010481_C0001144,Edge from Cushing's syndrome to Acne,1
C0010481,C0023787,Directed,C0010481_C0023787,Edge from Cushing's syndrome to Lipodystrophy,1
C0010481,C0020538,Directed,C0010481_C0020538,Edge from Cushing's syndrome to Hypertension,1
C0010631,C0042963,Directed,C0010631_C0042963,Edge from Cystadenocarcinoma to Vomiting,1
C0010631,C0027497,Directed,C0010631_C0027497,Edge from Cystadenocarcinoma to Nausea,1
C0010631,C0003962,Directed,C0010631_C0003962,Edge from Cystadenocarcinoma to Ascites,1
C0010631,C0000737,Directed,C0010631_C0000737,Edge from Cystadenocarcinoma to Abdominal pain,1
C0010631,C0003123,Directed,C0010631_C0003123,Edge from Cystadenocarcinoma to Anorexia (symptom),1
C0010631,C0086525,Directed,C0010631_C0086525,Edge from Cystadenocarcinoma to Fatigue,1
C1527396,C0038238,Directed,C1527396_C0038238,Edge from Cystic fibrosis to Steatorrhea,1
C1527396,C0085619,Directed,C1527396_C0085619,Edge from Cystic fibrosis to Shortness of breath,1
C1527396,C0015544,Directed,C1527396_C0015544,Edge from Cystic fibrosis to Failure to thrive,1
C0010695,C0042024,Directed,C0010695_C0042024,Edge from Cystocele to Urinary incontinence,1
C0042487,C0013604,Directed,C0042487_C0013604,Edge from Deep vein thrombosis to Edema,1
C0154333,C0002622,Directed,C0154333_C0002622,Edge from Delirium to Amnesia,1
C0154333,C0233407,Directed,C0154333_C0233407,Edge from Delirium to Confusion,1
C0154333,C0011253,Directed,C0154333_C0011253,Edge from Delirium to Delusion,1
C0154333,C3887612,Directed,C0154333_C3887612,Edge from Delirium to Psychomotor agitation,1
C0154333,C0544668,Directed,C0154333_C0544668,Edge from Delirium to Hallucination,1
C0001957,C0154333,Directed,C0001957_C0154333,Edge from Delirium tremens to Delirium,1
C0001957,C0544668,Directed,C0001957_C0544668,Edge from Delirium tremens to Hallucination,1
C0001957,C0751564,Directed,C0001957_C0751564,Edge from Delirium tremens to Tremor,1
C0013595,C0015230,Directed,C0013595_C0015230,Edge from Dermatitis to Rash,1
C0013595,C0041834,Directed,C0013595_C0041834,Edge from Dermatitis to Erythema,1
C0013595,C0033774,Directed,C0013595_C0033774,Edge from Dermatitis to Itch,1
C0263666,C0015230,Directed,C0263666_C0015230,Edge from Dermatomyositis to Rash,1
C0263666,C0151786,Directed,C0263666_C0151786,Edge from Dermatomyositis to Muscle weakness,1
C0011880,C0233407,Directed,C0011880_C0233407,Edge from Diabetic ketoacidosis to Confusion,1
C0011880,C0042963,Directed,C0011880_C0042963,Edge from Diabetic ketoacidosis to Vomiting,1
C0011880,C0000737,Directed,C0011880_C0000737,Edge from Diabetic ketoacidosis to Abdominal pain,1
C0011880,C0032617,Directed,C0011880_C0032617,Edge from Diabetic ketoacidosis to Polyuria,1
C4759705,C0001925,Directed,C4759705_C0001925,Edge from Diabetic nephropathy to Albuminuria,1
C4759705,C0020538,Directed,C4759705_C0020538,Edge from Diabetic nephropathy to Hypertension,1
C4759705,C0086525,Directed,C4759705_C0086525,Edge from Diabetic nephropathy to Fatigue,1
C1449563,C0700200,Directed,C1449563_C0700200,Edge from Dilated cardiomyopathy to Lightheadedness,1
C1449563,C0008031,Directed,C1449563_C0008031,Edge from Dilated cardiomyopathy to Chest pain,1
C1449563,C0013604,Directed,C1449563_C0013604,Edge from Dilated cardiomyopathy to Edema,1
C1449563,C0085619,Directed,C1449563_C0085619,Edge from Dilated cardiomyopathy to Shortness of breath,1
C1301422,C0015967,Directed,C1301422_C0015967,Edge from Diphtheria to Fever,1
C0012739,C0008031,Directed,C0012739_C0008031,Edge from Disseminated intravascular coagulation to Chest pain,1
C0012739,C0019080,Directed,C0012739_C0019080,Edge from Disseminated intravascular coagulation to Bleeding,1
C0012739,C0085619,Directed,C0012739_C0085619,Edge from Disseminated intravascular coagulation to Shortness of breath,1
C0012813,C1257861,Directed,C0012813_C1257861,Edge from Diverticulitis to Constipation,1
C0012813,C0027497,Directed,C0012813_C0027497,Edge from Diverticulitis to Nausea,1
C0012813,C0000737,Directed,C0012813_C0000737,Edge from Diverticulitis to Abdominal pain,1
C0012813,C0011991,Directed,C0012813_C0011991,Edge from Diverticulitis to Diarrhea,1
C0012813,C0015967,Directed,C0012813_C0015967,Edge from Diverticulitis to Fever,1
C0220870,C0155503,Directed,C0220870_C0155503,Edge from Dizziness to Vertigo,1
C0220870,C0700200,Directed,C0220870_C0700200,Edge from Dizziness to Lightheadedness,1
C0022350,C0242183,Directed,C0022350_C0242183,Edge from Dubin–Johnson syndrome to Jaundice,1
C3542021,C0151786,Directed,C3542021_C0151786,Edge from Duchenne muscular dystrophy to Muscle weakness,1
C0454596,C0454596,Directed,C0454596_C0454596,Edge from Dysarthria to Dysarthria,1
C0393912,C0027769,Directed,C0393912_C0027769,Edge from Dysautonomia to Anxiety,1
C0013369,C0000737,Directed,C0013369_C0000737,Edge from Dysentery to Abdominal pain,1
C0013369,C0015967,Directed,C0013369_C0015967,Edge from Dysentery to Fever,1
C0032633,C0005758,Directed,C0032633_C0005758,Edge from Dyshidrosis to Blister,1
C0242339,C1563937,Directed,C0242339_C1563937,Edge from Dyslipidemia to Atherosclerosis,1
C0013390,C0027497,Directed,C0013390_C0027497,Edge from Dysmenorrhea to Nausea,1
C0013390,C0458257,Directed,C0013390_C0458257,Edge from Dysmenorrhea to Pain,1
C0013390,C0011991,Directed,C0013390_C0011991,Edge from Dysmenorrhea to Diarrhea,1
C4704929,C0086132,Directed,C4704929_C0086132,Edge from Dysthymia to Depression (mood),1
C4704929,C3178803,Directed,C4704929_C3178803,Edge from Dysthymia to Anhedonia,1
C4704929,C0458257,Directed,C4704929_C0458257,Edge from Dysthymia to Pain,1
C0153065,C0231528,Directed,C0153065_C0231528,Edge from Eastern equine encephalitis to Myalgia,1
C0153065,C0877781,Directed,C0153065_C0877781,Edge from Eastern equine encephalitis to Headache,1
C0153065,C0085636,Directed,C0153065_C0085636,Edge from Eastern equine encephalitis to Photophobia,1
C0013537,C3495874,Directed,C0013537_C3495874,Edge from Eclampsia to Seizure,1
C0013537,C0020538,Directed,C0013537_C0020538,Edge from Eclampsia to Hypertension,1
C0032987,C0000737,Directed,C0032987_C0000737,Edge from Ectopic pregnancy to Abdominal pain,1
C0014008,C0431664,Directed,C0014008_C0431664,Edge from Empty sella syndrome to Cryptorchidism,1
C0393484,C0233407,Directed,C0393484_C0233407,Edge from Encephalitis to Confusion,1
C0393484,C0042963,Directed,C0393484_C0042963,Edge from Encephalitis to Vomiting,1
C0393484,C0877781,Directed,C0393484_C0877781,Edge from Encephalitis to Headache,1
C0393484,C0015967,Directed,C0393484_C0015967,Edge from Encephalitis to Fever,1
C0018022,C0018021,Directed,C0018022_C0018021,Edge from Endemic goitre to Goitre,1
C0476089,C0030794,Directed,C0476089_C0030794,Edge from Endometrial cancer to Pelvic pain,1
C0476089,C0013428,Directed,C0476089_C0013428,Edge from Endometrial cancer to Dysuria,1
C0014175,C0030794,Directed,C0014175_C0030794,Edge from Endometriosis to Pelvic pain,1
C0014179,C0227791,Directed,C0014179_C0227791,Edge from Endometritis to Vaginal discharge,1
C0014179,C0015967,Directed,C0014179_C0015967,Edge from Endometritis to Fever,1
C0008728,C0003862,Directed,C0008728_C0003862,Edge from Eosinophilic granulomatosis with polyangiitis to Arthralgia,1
C0008728,C0042109,Directed,C0008728_C0042109,Edge from Eosinophilic granulomatosis with polyangiitis to Hives,1
C0008728,C0034150,Directed,C0008728_C0034150,Edge from Eosinophilic granulomatosis with polyangiitis to Purpura,1
C0008728,C0231528,Directed,C0008728_C0231528,Edge from Eosinophilic granulomatosis with polyangiitis to Myalgia,1
C0008728,C0015967,Directed,C0008728_C0015967,Edge from Eosinophilic granulomatosis with polyangiitis to Fever,1
C0014527,C0005758,Directed,C0014527_C0005758,Edge from Epidermolysis bullosa to Blister,1
C0014534,C0013428,Directed,C0014534_C0013428,Edge from Epididymitis to Dysuria,1
C0238154,C0234544,Directed,C0238154_C0234544,Edge from Epidural hematoma to Paralysis,1
C0238154,C0877781,Directed,C0238154_C0877781,Edge from Epidural hematoma to Headache,1
C0014541,C0015967,Directed,C0014541_C0015967,Edge from Epiglottitis to Fever,1
C0027547,C0085636,Directed,C0027547_C0085636,Edge from Scleritis to Photophobia,1
C0546837,C0454545,Directed,C0546837_C0454545,Edge from Esophageal cancer to Hoarse voice,1
C0546837,C0024228,Directed,C0546837_C0024228,Edge from Esophageal cancer to Lymphadenopathy,1
C0546837,C0011168,Directed,C0546837_C0011168,Edge from Esophageal cancer to Dysphagia,1
C0015652,C0027497,Directed,C0015652_C0027497,Edge from Fasciolosis to Nausea,1
C0013928,C0085619,Directed,C0013928_C0085619,Edge from Fat embolism syndrome to Shortness of breath,1
C0013928,C0034150,Directed,C0013928_C0034150,Edge from Fat embolism syndrome to Purpura,1
C0206042,C0271186,Directed,C0206042_C0271186,Edge from Fatal insomnia to Diplopia,1
C0751057,C0014549,Directed,C0751057_C0014549,Edge from Febrile seizure to Generalized tonic–clonic seizure,1
C0015967,C0038990,Directed,C0015967_C0038990,Edge from Fever to Perspiration,1
C0015967,C0085593,Directed,C0015967_C0085593,Edge from Fever to Chills,1
C0015967,C0016382,Directed,C0015967_C0016382,Edge from Fever to Flushing (physiology),1
C0085750,C0006144,Directed,C0085750_C0006144,Edge from Fibrocystic breast changes to Breast cyst,1
C0751153,C0751508,Directed,C0751153_C0751508,Edge from Fibromyalgia to Sleep disorder,1
C0016470,C0042109,Directed,C0016470_C0042109,Edge from Food allergy to Hives,1
C0016470,C0033774,Directed,C0016470_C0033774,Edge from Food allergy to Itch,1
C0751157,C0917816,Directed,C0751157_C0917816,Edge from Fragile X syndrome to Intellectual disability,1
C0153452,C0027497,Directed,C0153452_C0027497,Edge from Gallbladder cancer to Nausea,1
C0153452,C0242183,Directed,C0153452_C0242183,Edge from Gallbladder cancer to Jaundice,1
C0153452,C0000737,Directed,C0153452_C0000737,Edge from Gallbladder cancer to Abdominal pain,1
C0153452,C0015967,Directed,C0153452_C0015967,Edge from Gallbladder cancer to Fever,1
C0267211,C0018932,Directed,C0267211_C0018932,Edge from Gastric antral vascular ectasia to Gastrointestinal bleeding,1
C0267211,C0013604,Directed,C0267211_C0013604,Edge from Gastric antral vascular ectasia to Edema,1
C0017152,C0042963,Directed,C0017152_C0042963,Edge from Gastritis to Vomiting,1
C0017152,C0027497,Directed,C0017152_C0027497,Edge from Gastritis to Nausea,1
C0017152,C0000737,Directed,C0017152_C0000737,Edge from Gastritis to Abdominal pain,1
C0017152,C0003123,Directed,C0017152_C0003123,Edge from Gastritis to Anorexia (symptom),1
C0017152,C0018834,Directed,C0017152_C0018834,Edge from Gastritis to Heartburn,1
C0017160,C0042963,Directed,C0017160_C0042963,Edge from Gastroenteritis to Vomiting,1
C0017160,C0011991,Directed,C0017160_C0011991,Edge from Gastroenteritis to Diarrhea,1
C0017160,C0015967,Directed,C0017160_C0015967,Edge from Gastroenteritis to Fever,1
C0017168,C0008031,Directed,C0017168_C0008031,Edge from Gastroesophageal reflux disease to Chest pain,1
C0017168,C0018834,Directed,C0017168_C0018834,Edge from Gastroesophageal reflux disease to Heartburn,1
C0017168,C0018520,Directed,C0017168_C0018520,Edge from Gastroesophageal reflux disease to Bad breath,1
C0018932,C0086525,Directed,C0018932_C0086525,Edge from Gastrointestinal bleeding to Fatigue,1
C0018932,C0018932,Directed,C0018932_C0018932,Edge from Gastrointestinal bleeding to Gastrointestinal bleeding,1
C0152020,C0042963,Directed,C0152020_C0042963,Edge from Gastroparesis to Vomiting,1
C0152020,C0027497,Directed,C0152020_C0027497,Edge from Gastroparesis to Nausea,1
C0152020,C0000737,Directed,C0152020_C0000737,Edge from Gastroparesis to Abdominal pain,1
C0343686,C0011253,Directed,C0343686_C0011253,Edge from General paresis of the insane to Delusion,1
C0343686,C0497327,Directed,C0343686_C0497327,Edge from General paresis of the insane to Dementia,1
C0343686,C3495874,Directed,C0343686_C3495874,Edge from General paresis of the insane to Seizure,1
C0343686,C0006625,Directed,C0343686_C0006625,Edge from General paresis of the insane to Cachexia,1
C0343686,C0027804,Directed,C0343686_C0027804,Edge from General paresis of the insane to Neurasthenia,1
C0343686,C0751564,Directed,C0343686_C0751564,Edge from General paresis of the insane to Tremor,1
C0343686,C0277850,Directed,C0343686_C0277850,Edge from General paresis of the insane to Hyperreflexia,1
C0019343,C0005758,Directed,C0019343_C0005758,Edge from Gestational pemphigoid to Blister,1
C0019343,C0042109,Directed,C0019343_C0042109,Edge from Gestational pemphigoid to Hives,1
C0019343,C0033774,Directed,C0019343_C0033774,Edge from Gestational pemphigoid to Itch,1
C1956391,C0271186,Directed,C1956391_C0271186,Edge from Giant cell arteritis to Diplopia,1
C1956391,C0877781,Directed,C1956391_C0877781,Edge from Giant cell arteritis to Headache,1
C0017536,C0000737,Directed,C0017536_C0000737,Edge from Giardiasis to Abdominal pain,1
C0017536,C0011991,Directed,C0017536_C0011991,Edge from Giardiasis to Diarrhea,1
C0017547,C0541798,Directed,C0017547_C0541798,Edge from Gigantism to Insomnia,1
C0017601,C0027497,Directed,C0017601_C0027497,Edge from Glaucoma to Nausea,1
C0334588,C0027497,Directed,C0334588_C0027497,Edge from Glioblastoma to Nausea,1
C0334588,C0751956,Directed,C0334588_C0751956,Edge from Glioblastoma to Stroke,1
C0334588,C0877781,Directed,C0334588_C0877781,Edge from Glioblastoma to Headache,1
C2939465,C0242183,Directed,C2939465_C0242183,Edge from Glucose-6-phosphate dehydrogenase deficiency to Jaundice,1
C2939465,C0085619,Directed,C2939465_C0085619,Edge from Glucose-6-phosphate dehydrogenase deficiency to Shortness of breath,1
C0017922,C0026825,Directed,C0017922_C0026825,Edge from Glycogen storage disease type III to Hypotonia,1
C0018081,C0227791,Directed,C0018081_C0227791,Edge from Gonorrhea to Vaginal discharge,1
C0018081,C0030794,Directed,C0018081_C0030794,Edge from Gonorrhea to Pelvic pain,1
C0018081,C0013428,Directed,C0018081_C0013428,Edge from Gonorrhea to Dysuria,1
C0018099,C0003862,Directed,C0018099_C0003862,Edge from Gout to Arthralgia,1
C0018099,C0041834,Directed,C0018099_C0041834,Edge from Gout to Erythema,1
C0018213,C0080203,Directed,C0018213_C0080203,Edge from Graves' disease to Tachycardia,1
C0018213,C0027769,Directed,C0018213_C0027769,Edge from Graves' disease to Anxiety,1
C0018213,C0038990,Directed,C0018213_C0038990,Edge from Graves' disease to Perspiration,1
C0018213,C0541798,Directed,C0018213_C0541798,Edge from Graves' disease to Insomnia,1
C0018213,C1563709,Directed,C0018213_C1563709,Edge from Graves' disease to Graves' ophthalmopathy,1
C0018213,C0242350,Directed,C0018213_C0242350,Edge from Graves' disease to Erectile dysfunction,1
C0018213,C0018021,Directed,C0018213_C0018021,Edge from Graves' disease to Goitre,1
C0162739,C0027497,Directed,C0162739_C0027497,Edge from HELLP syndrome to Nausea,1
C0162739,C3495874,Directed,C0162739_C3495874,Edge from HELLP syndrome to Seizure,1
C0162739,C0000737,Directed,C0162739_C0000737,Edge from HELLP syndrome to Abdominal pain,1
C0162739,C0877781,Directed,C0162739_C0877781,Edge from HELLP syndrome to Headache,1
C0001175,C0024228,Directed,C0001175_C0024228,Edge from HIV/AIDS to Lymphadenopathy,1
C0001175,C0015967,Directed,C0001175_C0015967,Edge from HIV/AIDS to Fever,1
C0852077,C0019080,Directed,C0852077_C0019080,Edge from Haemophilia to Bleeding,1
C0677607,C1257861,Directed,C0677607_C1257861,Edge from Hashimoto's thyroiditis to Constipation,1
C0677607,C0002170,Directed,C0677607_C0002170,Edge from Hashimoto's thyroiditis to Hair loss,1
C0677607,C0525045,Directed,C0677607_C0525045,Edge from Hashimoto's thyroiditis to Mood disorder,1
C0677607,C0086525,Directed,C0677607_C0086525,Edge from Hashimoto's thyroiditis to Fatigue,1
C0677607,C0018021,Directed,C0677607_C0018021,Edge from Hashimoto's thyroiditis to Goitre,1
C0018801,C0013604,Directed,C0018801_C0013604,Edge from Heart failure to Edema,1
C0018801,C0085619,Directed,C0018801_C0085619,Edge from Heart failure to Shortness of breath,1
C0018801,C0086525,Directed,C0018801_C0086525,Edge from Heart failure to Fatigue,1
C0018834,C0027497,Directed,C0018834_C0027497,Edge from Heartburn to Nausea,1
C0079487,C0027497,Directed,C0079487_C0027497,Edge from Helicobacter pylori to Nausea,1
C0079487,C0000737,Directed,C0079487_C0000737,Edge from Helicobacter pylori to Abdominal pain,1
C0019061,C0042963,Directed,C0019061_C0042963,Edge from Hemolytic–uremic syndrome to Vomiting,1
C0019061,C0002871,Directed,C0019061_C0002871,Edge from Hemolytic–uremic syndrome to Anemia,1
C0019061,C0015967,Directed,C0019061_C0015967,Edge from Hemolytic–uremic syndrome to Fever,1
C0019112,C0018932,Directed,C0019112_C0018932,Edge from Hemorrhoid to Gastrointestinal bleeding,1
C0019156,C0003962,Directed,C0019156_C0003962,Edge from Hepatic veno-occlusive disease to Ascites,1
C0019156,C0242183,Directed,C0019156_C0242183,Edge from Hepatic veno-occlusive disease to Jaundice,1
C0019158,C0242183,Directed,C0019158_C0242183,Edge from Hepatitis to Jaundice,1
C0019158,C0000737,Directed,C0019158_C0000737,Edge from Hepatitis to Abdominal pain,1
C0019158,C0003123,Directed,C0019158_C0003123,Edge from Hepatitis to Anorexia (symptom),1
C0019159,C0027497,Directed,C0019159_C0027497,Edge from Hepatitis A to Nausea,1
C0019159,C0242183,Directed,C0019159_C0242183,Edge from Hepatitis A to Jaundice,1
C0019159,C0011991,Directed,C0019159_C0011991,Edge from Hepatitis A to Diarrhea,1
C0019159,C0015967,Directed,C0019159_C0015967,Edge from Hepatitis A to Fever,1
C0019163,C0242183,Directed,C0019163_C0242183,Edge from Hepatitis B to Jaundice,1
C0019163,C0000737,Directed,C0019163_C0000737,Edge from Hepatitis B to Abdominal pain,1
C0019163,C0086525,Directed,C0019163_C0086525,Edge from Hepatitis B to Fatigue,1
C1956384,C0042963,Directed,C1956384_C0042963,Edge from Hepatitis D to Vomiting,1
C0085293,C0027497,Directed,C0085293_C0027497,Edge from Hepatitis E to Nausea,1
C0085293,C0242183,Directed,C0085293_C0242183,Edge from Hepatitis E to Jaundice,1
C0019243,C0002994,Directed,C0019243_C0002994,Edge from Hereditary angioedema to Angioedema,1
C0039445,C0018932,Directed,C0039445_C0018932,Edge from Hereditary hemorrhagic telangiectasia to Gastrointestinal bleeding,1
C0019345,C0005758,Directed,C0019345_C0005758,Edge from Herpes labialis to Blister,1
C0019345,C0037299,Directed,C0019345_C0037299,Edge from Herpes labialis to Ulcer (dermatology),1
C3489393,C0018834,Directed,C3489393_C0018834,Edge from Hiatal hernia to Heartburn,1
C3489393,C0011168,Directed,C3489393_C0011168,Edge from Hiatal hernia to Dysphagia,1
C0085758,C1257861,Directed,C0085758_C1257861,Edge from Hirschsprung's disease to Constipation,1
C0085758,C0042963,Directed,C0085758_C0042963,Edge from Hirschsprung's disease to Vomiting,1
C0085758,C0000737,Directed,C0085758_C0000737,Edge from Hirschsprung's disease to Abdominal pain,1
C0085758,C0011991,Directed,C0085758_C0011991,Edge from Hirschsprung's disease to Diarrhea,1
C0085758,C0015544,Directed,C0085758_C0015544,Edge from Hirschsprung's disease to Failure to thrive,1
C1334968,C0024228,Directed,C1334968_C0024228,Edge from Hodgkin lymphoma to Lymphadenopathy,1
C1334968,C0015967,Directed,C1334968_C0015967,Edge from Hodgkin lymphoma to Fever,1
C0026141,C0233407,Directed,C0026141_C0233407,Edge from Hypercalcaemia to Confusion,1
C0026141,C0086132,Directed,C0026141_C0086132,Edge from Hypercalcaemia to Depression (mood),1
C0026141,C0151786,Directed,C0026141_C0151786,Edge from Hypercalcaemia to Muscle weakness,1
C0026141,C0000737,Directed,C0026141_C0000737,Edge from Hypercalcaemia to Abdominal pain,1
C0020461,C0151786,Directed,C0020461_C0151786,Edge from Hyperkalemia to Muscle weakness,1
C0020461,C0231528,Directed,C0020461_C0231528,Edge from Hyperkalemia to Myalgia,1
C0020461,C0392699,Directed,C0020461_C0392699,Edge from Hyperkalemia to Paresthesia,1
C0020502,C0451641,Directed,C0020502_C0451641,Edge from Hyperparathyroidism to Kidney stone disease,1
C0020502,C1571984,Directed,C0020502_C1571984,Edge from Hyperparathyroidism to Major depressive disorder,1
C0751221,C0019572,Directed,C0751221_C0019572,Edge from Hyperpituitarism to Hirsutism,1
C0002390,C0085593,Directed,C0002390_C0085593,Edge from Hypersensitivity pneumonitis to Chills,1
C0002390,C0010200,Directed,C0002390_C0010200,Edge from Hypersensitivity pneumonitis to Cough,1
C0002390,C0015967,Directed,C0002390_C0015967,Edge from Hypersensitivity pneumonitis to Fever,1
C0002390,C0085619,Directed,C0002390_C0085619,Edge from Hypersensitivity pneumonitis to Shortness of breath,1
C0002390,C0086525,Directed,C0002390_C0086525,Edge from Hypersensitivity pneumonitis to Fatigue,1
C5232927,C0154333,Directed,C5232927_C0154333,Edge from Hyperthermia to Delirium,1
C3714618,C0080203,Directed,C3714618_C0080203,Edge from Hyperthyroidism to Tachycardia,1
C3714618,C0011991,Directed,C3714618_C0011991,Edge from Hyperthyroidism to Diarrhea,1
C3714618,C0018021,Directed,C3714618_C0018021,Edge from Hyperthyroidism to Goitre,1
C0007194,C0700200,Directed,C0007194_C0700200,Edge from Hypertrophic cardiomyopathy to Lightheadedness,1
C0007194,C0008031,Directed,C0007194_C0008031,Edge from Hypertrophic cardiomyopathy to Chest pain,1
C0007194,C0013604,Directed,C0007194_C0013604,Edge from Hypertrophic cardiomyopathy to Edema,1
C0007194,C0085619,Directed,C0007194_C0085619,Edge from Hypertrophic cardiomyopathy to Shortness of breath,1
C0239981,C0003962,Directed,C0239981_C0003962,Edge from Hypoalbuminemia to Ascites,1
C0239981,C0013604,Directed,C0239981_C0013604,Edge from Hypoalbuminemia to Edema,1
C0239981,C0086525,Directed,C0239981_C0086525,Edge from Hypoalbuminemia to Fatigue,1
C0271708,C0233407,Directed,C0271708_C0233407,Edge from Hypoglycemia to Confusion,1
C0271708,C0027497,Directed,C0271708_C0027497,Edge from Hypoglycemia to Nausea,1
C0271708,C0027769,Directed,C0271708_C0027769,Edge from Hypoglycemia to Anxiety,1
C0271708,C3495874,Directed,C0271708_C3495874,Edge from Hypoglycemia to Seizure,1
C0271708,C0877781,Directed,C0271708_C0877781,Edge from Hypoglycemia to Headache,1
C0271708,C0700200,Directed,C0271708_C0700200,Edge from Hypoglycemia to Lightheadedness,1
C0020625,C0233407,Directed,C0020625_C0233407,Edge from Hyponatremia to Confusion,1
C0020625,C0027497,Directed,C0020625_C0027497,Edge from Hyponatremia to Nausea,1
C0020625,C3495874,Directed,C0020625_C3495874,Edge from Hyponatremia to Seizure,1
C0020625,C0860634,Directed,C0020625_C0860634,Edge from Hyponatremia to Coma,1
C0020625,C0877781,Directed,C0020625_C0877781,Edge from Hyponatremia to Headache,1
C0020649,C0220870,Directed,C0020649_C0220870,Edge from Hypotension to Dizziness,1
C0020649,C0002962,Directed,C0020649_C0002962,Edge from Hypotension to Angina,1
C0020649,C0003811,Directed,C0020649_C0003811,Edge from Hypotension to Arrhythmia,1
C0020649,C3495874,Directed,C0020649_C3495874,Edge from Hypotension to Seizure,1
C0020649,C0015967,Directed,C0020649_C0015967,Edge from Hypotension to Fever,1
C0020649,C0700200,Directed,C0020649_C0700200,Edge from Hypotension to Lightheadedness,1
C0020649,C0086525,Directed,C0020649_C0086525,Edge from Hypotension to Fatigue,1
C0274285,C0233407,Directed,C0274285_C0233407,Edge from Hypothermia to Confusion,1
C0274285,C0018790,Directed,C0274285_C0018790,Edge from Hypothermia to Cardiac arrest,1
C3665349,C1257861,Directed,C3665349_C1257861,Edge from Hypothyroidism to Constipation,1
C3665349,C0086132,Directed,C3665349_C0086132,Edge from Hypothyroidism to Depression (mood),1
C3665349,C0027769,Directed,C3665349_C0027769,Edge from Hypothyroidism to Anxiety,1
C0026825,C0151786,Directed,C0026825_C0151786,Edge from Hypotonia to Muscle weakness,1
C0546884,C0086525,Directed,C0546884_C0086525,Edge from Hypovolemia to Fatigue,1
C0242184,C0010520,Directed,C0242184_C0010520,Edge from Hypoxia (medical) to Cyanosis,1
C0242184,C0392699,Directed,C0242184_C0392699,Edge from Hypoxia (medical) to Paresthesia,1
C0033845,C0877781,Directed,C0033845_C0877781,Edge from Idiopathic intracranial hypertension to Headache,1
C0033845,C0751557,Directed,C0033845_C0751557,Edge from Idiopathic intracranial hypertension to Tinnitus,1
C0034069,C0085619,Directed,C0034069_C0085619,Edge from Idiopathic pulmonary fibrosis to Shortness of breath,1
C0021345,C0024228,Directed,C0021345_C0024228,Edge from Infectious mononucleosis to Lymphadenopathy,1
C0021345,C0015967,Directed,C0021345_C0015967,Edge from Infectious mononucleosis to Fever,1
C0021345,C0031350,Directed,C0021345_C0031350,Edge from Infectious mononucleosis to Pharyngitis,1
C0021345,C0086525,Directed,C0021345_C0086525,Edge from Infectious mononucleosis to Fatigue,1
C0021400,C0031350,Directed,C0021400_C0031350,Edge from Influenza to Pharyngitis,1
C0021400,C0231528,Directed,C0021400_C0231528,Edge from Influenza to Myalgia,1
C0021400,C0010200,Directed,C0021400_C0010200,Edge from Influenza to Cough,1
C0021400,C0877781,Directed,C0021400_C0877781,Edge from Influenza to Headache,1
C0021400,C0015967,Directed,C0021400_C0015967,Edge from Influenza to Fever,1
C0021400,C0086525,Directed,C0021400_C0086525,Edge from Influenza to Fatigue,1
C0021564,C0458257,Directed,C0021564_C0458257,Edge from Insect bites and stings to Pain,1
C0541798,C0086132,Directed,C0541798_C0086132,Edge from Insomnia to Depression (mood),1
C0541798,C0917799,Directed,C0541798_C0917799,Edge from Insomnia to Excessive daytime sleepiness,1
C0282488,C3178789,Directed,C0282488_C3178789,Edge from Interstitial cystitis to Chronic pain,1
C0009377,C0042963,Directed,C0009377_C0042963,Edge from Intestinal pseudo-obstruction to Vomiting,1
C0009377,C0027497,Directed,C0009377_C0027497,Edge from Intestinal pseudo-obstruction to Nausea,1
C0009377,C0000737,Directed,C0009377_C0000737,Edge from Intestinal pseudo-obstruction to Abdominal pain,1
C0009377,C0011168,Directed,C0009377_C0011168,Edge from Intestinal pseudo-obstruction to Dysphagia,1
C2937358,C3495874,Directed,C2937358_C3495874,Edge from Intracerebral hemorrhage to Seizure,1
C2937358,C0877781,Directed,C2937358_C0877781,Edge from Intracerebral hemorrhage to Headache,1
C2937358,C0015967,Directed,C2937358_C0015967,Edge from Intracerebral hemorrhage to Fever,1
C2937358,C0392550,Directed,C2937358_C0392550,Edge from Intracerebral hemorrhage to Hemiparesis,1
C0917996,C0233407,Directed,C0917996_C0233407,Edge from Intracranial aneurysm to Confusion,1
C0917996,C0042963,Directed,C0917996_C0042963,Edge from Intracranial aneurysm to Vomiting,1
C0917996,C0027497,Directed,C0917996_C0027497,Edge from Intracranial aneurysm to Nausea,1
C0917996,C0877781,Directed,C0917996_C0877781,Edge from Intracranial aneurysm to Headache,1
C0021933,C0042963,Directed,C0021933_C0042963,Edge from Intussusception (medical disorder) to Vomiting,1
C0021933,C0000737,Directed,C0021933_C0000737,Edge from Intussusception (medical disorder) to Abdominal pain,1
C0162316,C0700200,Directed,C0162316_C0700200,Edge from Iron-deficiency anemia to Lightheadedness,1
