Id,Label,condition
C0032308,"Pneumonia, Staphylococcal",disease
C0038159,Staphylococcal Food Poisoning,disease
C0038166,Staphylococcal Skin Infections,disease
C0007078,Carbuncle,disease
C0376186,Impetigo,disease
C0038165,Staphylococcal Scalded Skin Syndrome,disease
C0554628,Streptococcal Infections,disease
C0013568,Ecthyma,disease
C0014733,Erysipelas,disease
C0032269,Pneumococcal Infections,disease
C0155862,"Pneumonia, Pneumococcal",disease
C0036285,Scarlet Fever,disease
C0004626,"Pneumonia, Bacterial",disease
C0162627,"Skin Diseases, Bacterial",disease
C0238124,"Fasciitis, Necrotizing",disease
C0085166,"Vaginosis, Bacterial",disease
C0085315,"Toxoplasmosis, Cerebral",disease
C0007684,Central Nervous System Infections,disease
C0085808,"Aneurysm, Infected",disease
C0003869,"Arthritis, Infectious",disease
C0085435,"Arthritis, Reactive",disease
C0005943,"Bone Diseases, Infectious",disease
C0029400,Osteitis,disease
C0029443,Osteomyelitis,disease
C0031111,Periostitis,disease
C0038012,Spondylitis,disease
C0860239,Catheter-Related Infections,disease
C0009450,Communicable Diseases,disease
C0872315,"Communicable Diseases, Emerging",disease
C0206171,Community-Acquired Infections,disease
C1701940,"Pneumonia, Ventilator-Associated",disease
C0015403,Eye Infections,disease
C0014236,Endophthalmitis,disease
C0016397,Focal Infection,disease
C0016398,"Focal Infection, Dental",disease
C0029118,Opportunistic Infections,disease
C0162526,AIDS-Related Opportunistic Infections,disease
C0038826,Superinfection,disease
C0030790,Pelvic Infection,disease
C0001577,Pelvic Inflammatory Disease,disease
C0000817,"Abortion, Septic",disease
C0034041,Puerperal Infection,disease
C0085073,Prosthesis-Related Infections,disease
C0014013,"Empyema, Pleural",disease
C0376618,Endotoxemia,disease
C0085082,Fungemia,disease
C0036981,"Shock, Septic",disease
C0037278,"Skin Diseases, Infectious",disease
C0031557,Cellulitis,disease
C0005717,Blastomycosis,disease
C0864813,Sporotrichosis,disease
C4505442,Tinea,disease
C0276742,Tinea Capitis,disease
C0149778,Soft Tissue Infections,disease
C0034161,Suppuration,disease
C0000833,Abscess,disease
C0243001,Abdominal Abscess,disease
C0023885,Liver Abscess,disease
C1527403,"Liver Abscess, Amebic",disease
C0267830,"Liver Abscess, Pyogenic",disease
C0038565,Subphrenic Abscess,disease
C0024110,Lung Abscess,disease
C0031024,Periapical Abscess,disease
C0031085,Periodontal Abscess,disease
C0031157,Peritonsillar Abscess,disease
C0085222,Psoas Abscess,disease
C0155843,Retropharyngeal Abscess,disease
C0014009,Empyema,disease
C0029888,"Otitis Media, Suppurative",disease
C1704275,Pyomyositis,disease
C0040150,"Thyroiditis, Suppurative",disease
C0040524,Toxemia,disease
C0042029,Urinary Tract Infections,disease
C0004659,Bacteriuria,disease
C0034359,Pyuria,disease
C1704430,Schistosomiasis haematobia,disease
C0043241,Wound Infection,disease
C0038941,Surgical Wound Infection,disease
C0004030,Aspergillosis,disease
C0004031,"Aspergillosis, Allergic Bronchopulmonary",disease
C0006840,Candidiasis,disease
C0006849,"Candidiasis, Oral",disease
C0085436,"Meningitis, Cryptococcal",disease
C0009186,Coccidioidomycosis,disease
C3888929,Cryptococcosis,disease
C1535939,"Pneumonia, Pneumocystis",disease
C0085407,Microsporidiosis,disease
C0343961,Zygomycosis,disease
C0026718,Mucormycosis,disease
C0043528,Zoonoses,disease
C0003723,Arbovirus Infections,disease
C0005866,Bluetongue,disease
C0011311,Dengue,disease
C0014055,"Encephalitis, Arbovirus",disease
C0014053,"Encephalitis, California",disease
C0014057,"Encephalitis, Japanese",disease
C0014060,"Encephalitis, St. Louis",disease
C0015632,"Encephalitis, Tick-Borne",disease
C0751583,West Nile Fever,disease
C0014074,"Encephalomyelitis, Equine",disease
C0153065,"Encephalomyelitis, Eastern Equine",disease
C0014078,"Encephalomyelitis, Venezuelan Equine",disease
C0030372,Phlebotomus Fever,disease
C0035613,Rift Valley Fever,disease
C0001752,African Swine Fever,disease
C0009400,Colorado Tick Fever,disease
C0019099,"Hemorrhagic Fever, Crimean",disease
C0043395,Yellow Fever,disease
C0006274,"Bronchiolitis, Viral",disease
C0348165,Central Nervous System Viral Diseases,disease
C0243010,"Encephalitis, Viral",disease
C0001338,"Encephalitis, Herpes Simplex",disease
C0153017,"Encephalitis, Varicella Zoster",disease
C0023524,"Leukoencephalopathy, Progressive Multifocal",disease
C0038522,Subacute Sclerosing Panencephalitis,disease
C0024266,Lymphocytic Choriomeningitis,disease
C0025290,"Meningitis, Aseptic",disease
C0026975,Myelitis,disease
C0030481,"Paraparesis, Tropical Spastic",disease
C0012922,DNA Virus Infections,disease
C0001486,Adenoviridae Infections,disease
C0001487,"Adenovirus Infections, Human",disease
C0524909,"Hepatitis B, Chronic",disease
C0019372,Herpesviridae Infections,disease
C0008049,Chickenpox,disease
C0206178,Cytomegalovirus Retinitis,disease
C0149678,Epstein-Barr Virus Infections,disease
C4721444,Burkitt Lymphoma,disease
C0019348,Herpes Simplex,disease
C0019342,Herpes Genitalis,disease
C0019345,Herpes Labialis,disease
C0022504,Kaposi Varicelliform Eruption,disease
C0019357,"Keratitis, Herpetic",disease
C0022570,"Keratitis, Dendritic",disease
C0038366,"Stomatitis, Herpetic",disease
C0019360,Herpes Zoster,disease
C0019364,Herpes Zoster Ophthalmicus,disease
C0021334,Infectious Bovine Rhinotracheitis,disease
C0276241,Malignant Catarrh,disease
C0376549,Roseolovirus Infections,disease
C0015231,Exanthema Subitum,disease
C0950124,Papillomavirus Infections,disease
C0009663,Condylomata Acuminata,disease
C0276275,Parvoviridae Infections,disease
C0085273,Erythema Infectiosum,disease
C0026143,Poxviridae Infections,disease
C0010232,Cowpox,disease
C0024106,Lumpy Skin Disease,disease
C0276180,Monkeypox,disease
C0001906,Smallpox,disease
C0042214,Vaccinia,disease
C0015407,"Eye Infections, Viral",disease
C0009774,"Conjunctivitis, Viral",disease
C0019195,"Hepatitis, Viral, Human",disease
C0085293,Hepatitis E,disease
C0032310,"Pneumonia, Viral",disease
C0035690,RNA Virus Infections,disease
C0282192,"Hemorrhagic Fever, American",disease
C0023092,Lassa Fever,disease
C0376550,Astroviridae Infections,disease
C0085933,Bunyaviridae Infections,disease
C0242994,Hantavirus Infections,disease
C0206044,Caliciviridae Infections,disease
C0206608,Flavivirus Infections,disease
C0024025,Louping Ill,disease
C0006075,Bovine Virus Diarrhea-Mucosal Disease,disease
C0019841,Classical Swine Fever,disease
C0019104,"Hemorrhagic Fevers, Viral",disease
C0282687,"Hemorrhagic Fever, Ebola",disease
C0024788,Marburg Virus Disease,disease
C0206613,Paramyxoviridae Infections,disease
C0027983,Newcastle Disease,disease
C0205740,Distemper,disease
C0025007,Measles,disease
C0035637,Rinderpest,disease
C3714630,Respirovirus Infections,disease
C0026780,Mumps,disease
C0014481,Ephemeral Fever,disease
C0034494,Rabies,disease
C0376538,Porcine Reproductive and Respiratory Syndrome,disease
C0206750,Coronavirus Infections,disease
C1175175,Severe Acute Respiratory Syndrome,disease
C0021400,"Influenza, Human",disease
C0016627,Influenza in Birds,disease
C0031887,Picornaviridae Infections,disease
C0206617,Cardiovirus Infections,disease
C0014378,Enterovirus Infections,disease
C0010246,Coxsackievirus Infections,disease
C0018572,"Hand, Foot and Mouth Disease",disease
C0032238,"Pleurodynia, Epidemic",disease
C0013533,Echovirus Infections,disease
C0016514,Foot-and-Mouth Disease,disease
C0035112,Reoviridae Infections,disease
C0035869,Rotavirus Infections,disease
C0035369,Retroviridae Infections,disease
C0020097,HTLV-I Infections,disease
C0014661,Equine Infectious Anemia,disease
C0001849,AIDS Dementia Complex,disease
C0019699,HIV Seropositivity,disease
C0080151,Simian Acquired Immunodeficiency Syndrome,disease
C0040361,Togaviridae Infections,disease
C0919833,Alphavirus Infections,disease
C0035920,Rubella,disease
C0162628,"Skin Diseases, Viral",disease
C0030357,Tumor Virus Infections,disease
C0042749,Viremia,disease
C0752181,Central Nervous System Parasitic Infections,disease
C5235044,Neurocysticercosis,disease
C0752191,Neuroschistosomiasis,disease
C0751628,"Malaria, Cerebral",disease
C0027585,Helminthiasis,disease
C0037753,Sparganosis,disease
C0013505,"Echinococcosis, Pulmonary",disease
C0038459,"Strongyle Infections, Equine",disease
C0040553,Toxocariasis,disease
C0006897,Enoplida Infections,disease
C2713585,Trichinellosis,disease
C0040954,Trichuriasis,disease
C0546999,Larva Migrans,disease
C0023049,"Larva Migrans, Visceral",disease
C0162576,Anisakiasis,disease
C0003950,Ascariasis,disease
C0086227,Enterobiasis,disease
C0085810,Strongyloidiasis,disease
C0013755,Filariasis,disease
C0013884,"Elephantiasis, Filarial",disease
C0023968,Loiasis,disease
C3489414,Mansonelliasis,disease
C0029001,Onchocerciasis,disease
C0162637,Strongylida Infections,disease
C0006389,Hookworm Infections,disease
C0009021,Clonorchiasis,disease
C0030424,Paragonimiasis,disease
C0036329,Schistosomiasis japonica,disease
C0036330,Schistosomiasis mansoni,disease
C0085313,Blastocystis Infections,disease
C0010418,Cryptosporidiosis,disease
C0013370,"Dysentery, Amebic",disease
C0017536,Giardiasis,disease
C0242723,Parasitemia,disease
C0004576,Babesiosis,disease
C0013467,Theileriasis,disease
C0040559,"Toxoplasmosis, Animal",disease
C0041230,"Trypanosomiasis, Bovine",disease
C0162494,"Pregnancy Complications, Parasitic",disease
C0033740,Protozoan Infections,disease
C0014324,Entamoebiasis,disease
C0005146,Coccidiosis,disease
C0343398,Cyclosporiasis,disease
C0751562,"Toxoplasmosis, Congenital",disease
C0023281,Leishmaniasis,disease
C0086540,"Leishmaniasis, Cutaneous",disease
C0041227,Trypanosomiasis,disease
C0041234,Chagas Disease,disease
C0024533,"Malaria, Avian",disease
C0005681,Blackwater Fever,disease
C0024537,"Malaria, Vivax",disease
C0037280,"Skin Diseases, Parasitic",disease
C0030756,Lice Infestations,disease
C0027030,Myiasis,disease
C0020607,Hypodermyiasis,disease
C0040196,Tick Infestations,disease
C0021862,Bone Cysts,disease
C0006281,Bronchogenic Cyst,disease
C1257796,Choledochal Cyst,disease
C0014511,Epidermal Cyst,disease
C0024248,Lymphocele,disease
C0025060,Mediastinal Cyst,disease
C0026683,Mucocele,disease
C0029927,Ovarian Cysts,disease
C0032460,Polycystic Ovary Syndrome,disease
C0030283,Pancreatic Cyst,disease
C0030299,Pancreatic Pseudocyst,disease
C0031925,Pilonidal Sinus,disease
C0041915,Urachal Cyst,disease
C0018552,Hamartoma,disease
C0041341,Tuberous Sclerosis,disease
C0334663,Histiocytic Sarcoma,disease
C2004493,"Leukemia, B-Cell",disease
C0023434,"Leukemia, Lymphocytic, Chronic, B-Cell",disease
C0023464,"Leukemia, Biphenotypic, Acute",disease
C0023486,"Leukemia, Prolymphocytic",disease
C0023493,"Leukemia-Lymphoma, Adult T-Cell",disease
C0023452,Precursor Cell Lymphoblastic Leukemia-Lymphoma,disease
C0023485,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,disease
C0279543,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",disease
C0005699,Blast Crisis,disease
C0023474,"Leukemia, Myeloid, Chronic-Phase",disease
C0023479,"Leukemia, Myelomonocytic, Acute",disease
C0023480,"Leukemia, Myelomonocytic, Chronic",disease
C0023440,"Leukemia, Erythroblastic, Acute",disease
C0023462,"Leukemia, Megakaryoblastic, Acute",disease
C0023465,"Leukemia, Monocytic, Acute",disease
C4721505,"Sarcoma, Myeloid",disease
C0205828,Lymphangioma,disease
C0206620,"Lymphangioma, Cystic",disease
C0021071,Immunoproliferative Small Intestinal Disease,disease
C0079731,"Lymphoma, B-Cell",disease
C0085090,"Lymphoma, AIDS-Related",disease
C0242647,"Lymphoma, B-Cell, Marginal Zone",disease
C0079744,"Lymphoma, Large B-Cell, Diffuse",disease
C0024307,Lymphomatoid Granulomatosis,disease
C1956130,"Lymphoma, Follicular",disease
C0206180,"Lymphoma, Large-Cell, Anaplastic",disease
C4721414,"Lymphoma, Mantle-Cell",disease
C0079772,"Lymphoma, T-Cell",disease
C1301362,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",disease
C0206182,Lymphomatoid Papulosis,disease
C0026948,Mycosis Fungoides,disease
C0079774,"Lymphoma, T-Cell, Peripheral",disease
C0026277,"Adenoma, Pleomorphic",disease
C0206623,"Carcinoma, Adenosquamous",disease
C0007140,Carcinosarcoma,disease
C0007098,"Carcinoma 256, Walker",disease
C0027708,Wilms Tumor,disease
C0206629,Pulmonary Blastoma,disease
C0206743,Rhabdoid Tumor,disease
C0206630,"Sarcoma, Endometrial Stromal",disease
C0206633,Angiomyolipoma,disease
C0023827,Liposarcoma,disease
C0206635,Myelolipoma,disease
C0024899,Mastocytosis,disease
C0042111,Urticaria Pigmentosa,disease
C0221013,"Mastocytosis, Systemic",disease
C1266121,Myofibroma,disease
C0029440,Osteoma,disease
C0029441,"Osteoma, Osteoid",disease
C0029463,Osteosarcoma,disease
C0205766,Fibroma,disease
C0206646,"Fibromatosis, Abdominal",disease
C0016057,Fibrosarcoma,disease
C1509147,Histiocytoma,disease
C0206644,"Histiocytoma, Benign Fibrous",disease
C0206651,"Sarcoma, Clear Cell",disease
C0039101,"Sarcoma, Synovial",disease
C0027664,"Neoplasms, Muscle Tissue",disease
C0206654,Leiomyomatosis,disease
C0035412,Rhabdomyosarcoma,disease
C0206655,"Rhabdomyosarcoma, Alveolar",disease
C1261473,Sarcoma,disease
C0018923,Hemangiosarcoma,disease
C0010701,Phyllodes Tumor,disease
C0036214,"Sarcoma, Experimental",disease
C0036224,"Sarcoma, Yoshida",disease
C0027654,"Neoplasms, Germ Cell and Embryonal",disease
C0013377,Dysgerminoma,disease
C0036631,Seminoma,disease
C0025490,Mesonephroma,disease
C0280783,Astrocytoma,disease
C0334588,Glioblastoma,disease
C0280788,Ependymoma,disease
C0206726,Gliosarcoma,disease
C0278510,Medulloblastoma,disease
C0027819,Neuroblastoma,disease
C0031941,Pinealoma,disease
C0751483,Retinoblastoma,disease
C0206754,Neuroendocrine Tumors,disease
C0007095,Carcinoid Tumor,disease
C0024586,Malignant Carcinoid Syndrome,disease
C0007129,"Carcinoma, Merkel Cell",disease
C0206735,"Melanoma, Amelanotic",disease
C0025205,"Melanoma, Experimental",disease
C0027859,"Neuroma, Acoustic",disease
C0030421,Paraganglioma,disease
C0030422,"Paraganglioma, Extra-Adrenal",disease
C0007279,Carotid Body Tumor,disease
C0031511,Pheochromocytoma,disease
C0020217,Hydatidiform Mole,disease
C0027660,"Neoplasms, Glandular and Epithelial",disease
C0008309,"Adenoma, Bile Duct",disease
C0206675,Adenomatoid Tumor,disease
C2713442,Adenomatous Polyposis Coli,disease
C0010633,Cystadenoma,disease
C0010635,"Cystadenoma, Mucinous",disease
C0025500,Mesothelioma,disease
C0344452,Prolactinoma,disease
C0007120,"Adenocarcinoma, Bronchiolo-Alveolar",disease
C0007130,"Adenocarcinoma, Mucinous",disease
C0001420,"Adenocarcinoma, Papillary",disease
C0021367,"Carcinoma, Ductal, Breast",disease
C0887833,"Carcinoma, Pancreatic Ductal",disease
C0206692,"Carcinoma, Lobular",disease
C0345905,Cholangiocarcinoma,disease
C0206701,"Cystadenocarcinoma, Serous",disease
C4721806,"Carcinoma, Basal Cell",disease
C0007125,"Carcinoma, Ehrlich Tumor",disease
C0878500,Carcinoma in Situ,disease
C0262584,"Carcinoma, Small Cell",disease
C0007138,"Carcinoma, Transitional Cell",disease
C0033822,Pseudomyxoma Peritonei,disease
C0751688,"Neoplasms, Squamous Cell",disease
C0030354,Papilloma,disease
C0027665,"Neoplasms, Nerve Tissue",disease
C0917817,Neurofibromatoses,disease
C0002985,Angiokeratoma,disease
C0017653,Glomus Tumor,disease
C0205789,Hemangioma,disease
C0018915,Hemangioendothelioma,disease
C0206732,"Hemangioendothelioma, Epithelioid",disease
C0018920,"Hemangioma, Cavernous",disease
C0018922,Hemangiopericytoma,disease
C0000735,Abdominal Neoplasms,disease
C0005967,Bone Neoplasms,disease
C0037305,Skull Neoplasms,disease
C0024694,Mandibular Neoplasms,disease
C0024954,Maxillary Neoplasms,disease
C0037939,Spinal Neoplasms,disease
C0242788,"Breast Neoplasms, Male",disease
C0751075,Digestive System Neoplasms,disease
C0750952,Biliary Tract Neoplasms,disease
C0005396,Bile Duct Neoplasms,disease
C0009442,Common Bile Duct Neoplasms,disease
C0153452,Gallbladder Neoplasms,disease
C0496779,Appendiceal Neoplasms,disease
C0153436,Sigmoid Neoplasms,disease
C0279637,Anus Neoplasms,disease
C0541912,Duodenal Neoplasms,disease
C0345836,Ileal Neoplasms,disease
C0022374,Jejunal Neoplasms,disease
C0023904,"Liver Neoplasms, Experimental",disease
C0001624,Adrenal Gland Neoplasms,disease
C0001618,Adrenal Cortex Neoplasms,disease
C0027670,Paraneoplastic Endocrine Syndromes,disease
C1720811,Testicular Neoplasms,disease
C0549473,Thyroid Neoplasms,disease
C0040137,Thyroid Nodule,disease
C0496836,Eye Neoplasms,disease
C0024622,Retinal Neoplasms,disease
C0017570,Gingival Neoplasms,disease
C0023761,Lip Neoplasms,disease
C0040411,Tongue Neoplasms,disease
C0013449,Ear Neoplasms,disease
C0030470,Paranasal Sinus Neoplasms,disease
C0031347,Pharyngeal Neoplasms,disease
C0153398,Hypopharyngeal Neoplasms,disease
C0027439,Nasopharyngeal Neoplasms,disease
C0751560,Tonsillar Neoplasms,disease
C0040582,Tracheal Neoplasms,disease
C0282609,Bone Marrow Neoplasms,disease
C0024668,"Mammary Neoplasms, Experimental",disease
C0751620,Central Nervous System Neoplasms,disease
C0751238,Hypothalamic Neoplasms,disease
C0752244,Central Nervous System Cysts,disease
C0393919,"Paraneoplastic Syndromes, Nervous System",disease
C0338430,Limbic Encephalitis,disease
C0026976,"Myelitis, Transverse",disease
C0393534,Paraneoplastic Cerebellar Degeneration,disease
C0751428,Peripheral Nervous System Neoplasms,disease
C0030793,Pelvic Neoplasms,disease
C0037579,Soft Tissue Neoplasms,disease
C0282607,Vascular Neoplasms,disease
C0153470,Splenic Neoplasms,disease
C0039981,Thoracic Neoplasms,disease
C0006264,Bronchial Neoplasms,disease
C0007121,"Carcinoma, Bronchogenic",disease
C0748164,Multiple Pulmonary Nodules,disease
C2350019,Solitary Pulmonary Nodule,disease
C0032229,Pleural Neoplasms,disease
C0080032,"Pleural Effusion, Malignant",disease
C0751569,Urogenital Neoplasms,disease
C0017416,"Genital Neoplasms, Female",disease
C0476089,Endometrial Neoplasms,disease
C0007873,Uterine Cervical Neoplasms,disease
C0375071,Vulvar Neoplasms,disease
C0017417,"Genital Neoplasms, Male",disease
C0030849,Penile Neoplasms,disease
C0153619,Ureteral Neoplasms,disease
C0700101,Urethral Neoplasms,disease
C0005695,Urinary Bladder Neoplasms,disease
C0027661,"Neoplasms, Hormone-Dependent",disease
C0877578,"Neoplasms, Second Primary",disease
C0007622,"Cell Transformation, Viral",disease
C0162679,Leukemic Infiltration,disease
C0027627,Neoplasm Metastasis,disease
C0024232,Lymphatic Metastasis,disease
C0027667,"Neoplasms, Unknown Primary",disease
C0027625,"Neoplastic Cells, Circulating",disease
C0027644,"Neoplasm Regression, Spontaneous",disease
C0033027,Preleukemia,disease
C0013336,Dwarfism,disease
C0342200,Congenital Hypothyroidism,disease
C0017547,Gigantism,disease
C3541456,Osteochondrodysplasias,disease
C0020497,"Hyperostosis, Cortical, Congenital",disease
C0023931,Osteogenesis Imperfecta,disease
C3179239,Osteopetrosis,disease
C0029437,"Osteolysis, Essential",disease
C0035579,Rickets,disease
C0005974,Bone Resorption,disease
C4721411,Osteolysis,disease
C0014461,Eosinophilic Granuloma,disease
C0029401,Osteitis Deformans,disease
C0029412,"Osteoarthropathy, Secondary Hypertrophic",disease
C0027543,Osteonecrosis,disease
C0410480,Femur Head Necrosis,disease
C0037942,Spinal Osteophytosis,disease
C0037944,Spinal Stenosis,disease
C0949691,Spondylarthropathies,disease
C0003872,"Arthritis, Psoriatic",disease
C0085700,Cartilage Diseases,disease
C0032453,"Polychondritis, Relapsing",disease
C0009081,Clubfoot,disease
C0016510,Foot Diseases,disease
C0022362,Jaw Diseases,disease
C0018194,"Granuloma, Giant Cell",disease
C1837218,Cleft Palate,disease
C0025990,Micrognathism,disease
C0039494,Temporomandibular Joint Disorders,disease
C0024950,Maxillary Diseases,disease
C0003862,Arthralgia,symptom
C0037011,Shoulder Pain,symptom
C0971858,"Arthritis, Experimental",disease
C0035450,Rheumatoid Nodule,disease
C0553730,Chondrocalcinosis,disease
C0018099,Gout,disease
C0003868,"Arthritis, Gouty",disease
C0031037,Periarthritis,disease
C0003886,Arthrogryposis,disease
C0158300,Bursitis,disease
C0018924,Hemarthrosis,disease
C0085433,"Joint Deformities, Acquired",disease
C0878705,Synovitis,disease
C0009492,Compartment Syndromes,disease
C0003152,Anterior Compartment Syndrome,disease
C0085179,Eosinophilia-Myalgia Syndrome,disease
C0231519,Muscle Rigidity,symptom
C0026838,Muscle Spasticity,symptom
C3542021,"Muscular Dystrophy, Duchenne",disease
C0027126,Myotonic Dystrophy,disease
C0751951,"Myopathy, Central Core",disease
C0027122,Myositis Ossificans,disease
C0263984,Polymyositis,disease
C0035410,Rhabdomyolysis,disease
C0039520,Tenosynovitis,disease
C0265706,Gastroschisis,disease
C0005395,Bile Duct Diseases,disease
C0162510,Caroli Disease,disease
C0008370,Cholestasis,disease
C0005398,"Cholestasis, Extrahepatic",disease
C0008372,"Cholestasis, Intrahepatic",disease
C0008311,Cholangitis,disease
C0566602,"Cholangitis, Sclerosing",disease
C0009440,Common Bile Duct Diseases,disease
C0005403,Bile Reflux,disease
C0016977,Gallbladder Diseases,disease
C0267841,Acalculous Cholecystitis,disease
C0149520,"Cholecystitis, Acute",disease
C0521610,Emphysematous Cholecystitis,disease
C0266015,Digestive System Abnormalities,disease
C0011981,Diaphragmatic Eventration,disease
C0085758,Hirschsprung Disease,disease
C0025037,Meckel Diverticulum,disease
C0005417,Biliary Fistula,disease
C0014856,Esophageal Fistula,disease
C0040588,Tracheoesophageal Fistula,disease
C0341318,Intestinal Fistula,disease
C0014852,Esophageal Diseases,disease
C0014848,Esophageal Achalasia,disease
C0017145,Esophageal and Gastric Varices,disease
C0014860,Esophageal Perforation,disease
C0014866,Esophageal Stenosis,disease
C0017160,Gastroenteritis,disease
C0003615,Appendicitis,disease
C0162529,"Colitis, Ischemic",disease
C1257848,Proctocolitis,disease
C0012813,Diverticulitis,disease
C0013369,Dysentery,disease
C0014335,Enteritis,disease
C3853541,Duodenitis,disease
C0014356,Enterocolitis,disease
C0520459,"Enterocolitis, Necrotizing",disease
C0017155,"Gastritis, Hypertrophic",disease
C0021390,Inflammatory Bowel Diseases,disease
C0333355,Mucositis,disease
C0018932,Gastrointestinal Hemorrhage,disease
C0025222,Melena,disease
C0030922,Peptic Ulcer Hemorrhage,disease
C0009373,Colonic Diseases,disease
C0009377,Colonic Pseudo-Obstruction,disease
C0012819,"Diverticulosis, Colonic",disease
C0012814,"Diverticulitis, Colonic",disease
C0025160,Megacolon,disease
C0037072,Sigmoid Diseases,disease
C0013289,Duodenal Diseases,disease
C0013292,Duodenal Obstruction,disease
C0030925,Peptic Ulcer Perforation,disease
C0020875,Ileal Diseases,disease
C0021843,Intestinal Obstruction,disease
C1258215,Ileus,disease
C0021847,Intestinal Pseudo-Obstruction,disease
C0042961,Intestinal Volvulus,disease
C0021845,Intestinal Perforation,disease
C0022373,Jejunal Diseases,disease
C0007570,Celiac Disease,disease
C0022951,Lactose Intolerance,disease
C0025472,Mesenteric Vascular Occlusion,disease
C0687707,Rectal Diseases,disease
C0003462,Anus Diseases,disease
C0038358,Stomach Ulcer,disease
C0038353,Gastric Dilatation,disease
C0162651,Gastric Outlet Obstruction,disease
C1541124,Pyloric Stenosis,disease
C0038357,Stomach Rupture,disease
C0038359,Stomach Volvulus,disease
C0751485,Reye Syndrome,disease
C0333980,Focal Nodular Hyperplasia,disease
C0085605,Liver Failure,disease
C0751198,Hepatic Encephalopathy,disease
C0162557,"Liver Failure, Acute",disease
C0856761,Budd-Chiari Syndrome,disease
C0019187,"Hepatitis, Alcoholic",disease
C0019188,"Hepatitis, Animal",disease
C0524611,"Hepatitis, Chronic",disease
C0241910,"Hepatitis, Autoimmune",disease
C0019202,Hepatolenticular Degeneration,disease
C0019209,Hepatomegaly,disease
C0023891,"Liver Cirrhosis, Alcoholic",disease
C0023896,"Liver Diseases, Alcoholic",disease
C0030781,Peliosis Hepatis,disease
C0162565,"Porphyria, Acute Intermittent",disease
C0030286,Pancreatic Diseases,disease
C0001339,Pancreatitis,disease
C0267941,"Pancreatitis, Acute Necrotizing",disease
C0031142,Peritoneal Diseases,disease
C0008732,Chylous Ascites,disease
C0025469,Mesenteric Lymphadenitis,disease
C0030330,"Panniculitis, Peritoneal",disease
C1449646,Peritonitis,disease
C0032320,Pneumoperitoneum,disease
C0524686,Periapical Periodontitis,disease
C0282295,Periapical Granuloma,disease
C0026636,Mouth Diseases,disease
C0004943,Behcet Syndrome,disease
C0023760,Lip Diseases,disease
C0008924,Cleft Lip,disease
C0026633,Mouth Abnormalities,disease
C0149745,Oral Ulcer,disease
C0031090,Periodontal Diseases,disease
C0017574,Gingivitis,disease
C0031051,Periodontitis,disease
C0036093,Salivary Gland Diseases,disease
C0030579,Parotid Diseases,disease
C0030583,Parotitis,disease
C0037023,Sialadenitis,disease
C0013132,Sialorrhea,disease
C0038557,Submandibular Gland Diseases,disease
C1568868,Stomatitis,disease
C0014518,Stevens-Johnson Syndrome,disease
C0086789,"Stomatitis, Aphthous",disease
C0025988,Tongue Diseases,disease
C0017675,Glossitis,disease
C0031345,Pharyngeal Diseases,disease
C0027438,Nasopharyngeal Diseases,disease
C0027441,Nasopharyngitis,disease
C0031350,Pharyngitis,disease
C0040425,Tonsillitis,disease
C0524730,Tooth Abnormalities,disease
C5442008,Dental Enamel Hypoplasia,disease
C0206554,Odontodysplasia,disease
C0040435,Tooth Diseases,disease
C0085511,Tooth Demineralization,disease
C1707305,Dental Caries,disease
C0242891,Tooth Injuries,disease
C0040460,Toothache,symptom
C0006261,Bronchial Diseases,disease
C0006262,Bronchial Fistula,disease
C0085129,Bronchial Hyperreactivity,disease
C0006266,Bronchial Spasm,disease
C0006267,Bronchiectasis,disease
C0022521,Kartagener Syndrome,disease
C0006277,Bronchitis,disease
C0006271,Bronchiolitis,disease
C2350875,Bronchiolitis Obliterans,disease
C0242770,Cryptogenic Organizing Pneumonia,disease
C0006285,Bronchopneumonia,disease
C0018200,"Granuloma, Respiratory Tract",disease
C0023051,Laryngeal Diseases,disease
C0023066,Laryngismus,disease
C0023067,Laryngitis,disease
C2350036,Croup,disease
C2350173,"Cystic Adenomatoid Malformation of Lung, Congenital",disease
C0085269,"Plasma Cell Granuloma, Pulmonary",disease
C0019079,Hemoptysis,symptom
C0020542,"Hypertension, Pulmonary",disease
C2350529,Pulmonary Aspergillosis,disease
C0276653,Invasive Pulmonary Aspergillosis,disease
C0206061,"Lung Diseases, Interstitial",disease
C0002390,"Alveolitis, Extrinsic Allergic",disease
C0403529,Anti-Glomerular Basement Membrane Disease,disease
C0019621,"Histiocytosis, Langerhans-Cell",disease
C1800706,Idiopathic Pulmonary Fibrosis,disease
C0032273,Pneumoconiosis,disease
C0003949,Asbestosis,disease
C0006542,Byssinosis,disease
C0037116,Silicosis,disease
C0600260,"Lung Diseases, Obstructive",disease
C5690892,Lung Injury,disease
C0242488,Acute Lung Injury,disease
C0032241,Pleuropneumonia,disease
C0032290,"Pneumonia, Aspiration",disease
C0032298,"Pneumonia, Lipid",disease
C0034050,Pulmonary Alveolar Proteinosis,disease
C0264499,Pulmonary Atelectasis,disease
C0034063,Pulmonary Edema,disease
C0524702,Pulmonary Embolism,disease
C0034074,Pulmonary Infarction,disease
C0221227,Pulmonary Emphysema,disease
