Source,Target,Type,Id,Label,Weight
C0278510,C0018784,Directed,C0278510_C0018784,Edge from Childhood Medulloblastoma to Sensorineural Hearing Loss (disorder),1
C0278510,C0042963,Directed,C0278510_C0042963,Edge from Childhood Medulloblastoma to Vomiting,1
C0393540,C3495144,Directed,C0393540_C3495144,"Edge from Childhood Progressive Bulbar Palsy to Apraxia, Articulatory",1
C0393540,C0011168,Directed,C0393540_C0011168,Edge from Childhood Progressive Bulbar Palsy to Deglutition Disorders,1
C0393540,C0013132,Directed,C0393540_C0013132,Edge from Childhood Progressive Bulbar Palsy to Drooling,1
C0393540,C0454596,Directed,C0393540_C0454596,"Edge from Childhood Progressive Bulbar Palsy to Dysarthria, Spastic",2
C0393540,C0751512,Directed,C0393540_C0751512,Edge from Childhood Progressive Bulbar Palsy to Dysglossia,1
C0393540,C0015469,Directed,C0393540_C0015469,Edge from Childhood Progressive Bulbar Palsy to Facial paralysis,1
C0393540,C0086395,Directed,C0393540_C0086395,"Edge from Childhood Progressive Bulbar Palsy to Hearing Loss, Extreme",1
C0393540,C0339693,Directed,C0393540_C0339693,Edge from Childhood Progressive Bulbar Palsy to Internal Ophthalmoplegia,1
C0393540,C0026846,Directed,C0393540_C0026846,Edge from Childhood Progressive Bulbar Palsy to Muscular Atrophy,2
C0393540,C0542142,Directed,C0393540_C0542142,Edge from Childhood Progressive Bulbar Palsy to Recurrent Laryngeal Nerve Paralysis,1
C0393540,C0035232,Directed,C0393540_C0035232,Edge from Childhood Progressive Bulbar Palsy to Respiratory Paralysis,1
C0393540,C0018784,Directed,C0393540_C0018784,Edge from Childhood Progressive Bulbar Palsy to Sensorineural Hearing Loss (disorder),1
C0751553,C0278076,Directed,C0751553_C0278076,Edge from Childhood Tic Disorders to Behavioral tic,1
C0751553,C0393584,Directed,C0751553_C0393584,Edge from Childhood Tic Disorders to Benign Hereditary Chorea,1
C0751553,C0235229,Directed,C0751553_C0235229,Edge from Childhood Tic Disorders to Ciliary Body Spasm,1
C0751553,C0013421,Directed,C0751553_C0013421,Edge from Childhood Tic Disorders to Dystonia,1
C0751553,C0015469,Directed,C0751553_C0015469,Edge from Childhood Tic Disorders to Facial paralysis,1
C0751553,C3887506,Directed,C0751553_C3887506,Edge from Childhood Tic Disorders to Hyperkinesia,1
C0751553,C0021712,Directed,C0751553_C0021712,"Edge from Childhood Tic Disorders to Myoclonus, Intention",1
C0751553,C0033931,Directed,C0751553_C0033931,Edge from Childhood Tic Disorders to Psychophysiologic Disorders,1
C0751553,C0152116,Directed,C0751553_C0152116,Edge from Childhood Tic Disorders to Spasmodic torticollis,1
C0751553,C0751527,Directed,C0751553_C0751527,"Edge from Childhood Tic Disorders to Stuttering, Adult",1
C0008149,C0000727,Directed,C0008149_C0000727,"Edge from Chlamydia Infections to Abdomen, Acute",1
C0008149,C0000737,Directed,C0008149_C0000737,Edge from Chlamydia Infections to Abdominal Pain,1
C0008149,C0002962,Directed,C0008149_C0002962,Edge from Chlamydia Infections to Angina Pectoris,1
C0008149,C0003578,Directed,C0008149_C0003578,Edge from Chlamydia Infections to Apnea,1
C0008149,C0005612,Directed,C0008149_C0005612,Edge from Chlamydia Infections to Birth Weight,1
C0008149,C0010200,Directed,C0008149_C0010200,Edge from Chlamydia Infections to Coughing,1
C0008149,C0011991,Directed,C0008149_C0011991,Edge from Chlamydia Infections to Diarrhea,1
C0008149,C0013428,Directed,C0008149_C0013428,Edge from Chlamydia Infections to Dysuria,1
C0008149,C0086666,Directed,C0008149_C0086666,Edge from Chlamydia Infections to Myocardial Preinfarction Syndrome,1
C0008149,C0030794,Directed,C0008149_C0030794,Edge from Chlamydia Infections to Pelvic Pain,1
C0008149,C0032230,Directed,C0008149_C0032230,Edge from Chlamydia Infections to Pleural Rub,1
C0008149,C0227791,Directed,C0008149_C0227791,Edge from Chlamydia Infections to Vaginal Discharge,1
C0887976,C0948089,Directed,C0887976_C0948089,Edge from Chlamydophila Infections to Acute Coronary Syndrome,1
C0887976,C0002962,Directed,C0887976_C0002962,Edge from Chlamydophila Infections to Angina Pectoris,1
C0887976,C0003123,Directed,C0887976_C0003123,Edge from Chlamydophila Infections to Anorexia,1
C0887976,C0010200,Directed,C0887976_C0010200,Edge from Chlamydophila Infections to Coughing,1
C0887976,C1148477,Directed,C0887976_C1148477,"Edge from Chlamydophila Infections to Deafness, Sudden",1
C0887976,C0022354,Directed,C0887976_C0022354,"Edge from Chlamydophila Infections to Jaundice, Obstructive",1
C0887976,C0086666,Directed,C0887976_C0086666,Edge from Chlamydophila Infections to Myocardial Preinfarction Syndrome,1
C0887976,C0028754,Directed,C0887976_C0028754,Edge from Chlamydophila Infections to Obesity,1
C0887976,C0032230,Directed,C0887976_C0032230,Edge from Chlamydophila Infections to Pleural Rub,1
C0887976,C0700200,Directed,C0887976_C0700200,Edge from Chlamydophila Infections to Presyncope,1
C0008297,C0003578,Directed,C0008297_C0003578,Edge from Choanal Atresia to Apnea,1
C0008297,C0007815,Directed,C0008297_C0007815,Edge from Choanal Atresia to Cerebrospinal Fluid Rhinorrhea,1
C0008297,C0015469,Directed,C0008297_C0015469,Edge from Choanal Atresia to Facial paralysis,1
C0008297,C0026825,Directed,C0008297_C0026825,Edge from Choanal Atresia to Flaccid Muscle Tone,1
C0008297,C0086395,Directed,C0008297_C0086395,"Edge from Choanal Atresia to Hearing Loss, Extreme",1
C0008297,C0026635,Directed,C0008297_C0026635,Edge from Choanal Atresia to Mouth Breathing,1
C0008297,C0553757,Directed,C0008297_C0553757,Edge from Choanal Atresia to Olfaction Disorders,1
C0008297,C0032230,Directed,C0008297_C0032230,Edge from Choanal Atresia to Pleural Rub,1
C0008297,C0018784,Directed,C0008297_C0018784,Edge from Choanal Atresia to Sensorineural Hearing Loss (disorder),1
C0008297,C1384666,Directed,C0008297_C1384666,Edge from Choanal Atresia to hearing impairment,1
C0008311,C0000727,Directed,C0008311_C0000727,"Edge from Cholangitis to Abdomen, Acute",1
C0008311,C0000729,Directed,C0008311_C0000729,Edge from Cholangitis to Abdominal Cramps,1
C0008311,C0000737,Directed,C0008311_C0000737,Edge from Cholangitis to Abdominal Pain,1
C0008311,C0085593,Directed,C0008311_C0085593,Edge from Cholangitis to Chills,1
C0008311,C0015967,Directed,C0008311_C0015967,Edge from Cholangitis to Fever,1
C0008311,C0015970,Directed,C0008311_C0015970,Edge from Cholangitis to Fever of Unknown Origin,1
C0008311,C0020455,Directed,C0008311_C0020455,Edge from Cholangitis to Hypergammaglobulinemia,1
C0008311,C0242183,Directed,C0008311_C0242183,"Edge from Cholangitis to Jaundice, Hemolytic",1
C0008311,C0022354,Directed,C0008311_C0022354,"Edge from Cholangitis to Jaundice, Obstructive",1
C0008311,C0033774,Directed,C0008311_C0033774,Edge from Cholangitis to Pruritus,1
C0008325,C0000737,Directed,C0008325_C0000737,Edge from Cholecystitis to Abdominal Pain,1
C0008325,C0232488,Directed,C0008325_C0232488,Edge from Cholecystitis to Abdominal colic,1
C0008325,C0003962,Directed,C0008325_C0003962,Edge from Cholecystitis to Ascites,1
C0008325,C0011991,Directed,C0008325_C0011991,Edge from Cholecystitis to Diarrhea,1
C0008325,C0016204,Directed,C0008325_C0016204,Edge from Cholecystitis to Flatulence,1
C0008325,C0859032,Directed,C0008325_C0859032,Edge from Cholecystitis to Moaning,1
C0008325,C0277977,Directed,C0008325_C0277977,Edge from Cholecystitis to Murphy's sign,1
C0008325,C0027497,Directed,C0008325_C0027497,Edge from Cholecystitis to Nausea,1
C0008325,C0030193,Directed,C0008325_C0030193,Edge from Cholecystitis to Pain,1
C0008325,C0151878,Directed,C0008325_C0151878,Edge from Cholecystitis to Prolonged QT interval,1
C0947622,C0000729,Directed,C0947622_C0000729,Edge from Cholecystolithiasis to Abdominal Cramps,1
C0947622,C0000737,Directed,C0947622_C0000737,Edge from Cholecystolithiasis to Abdominal Pain,1
C0947622,C0458247,Directed,C0947622_C0458247,Edge from Cholecystolithiasis to Allodynia,1
C0947622,C0013395,Directed,C0947622_C0013395,Edge from Cholecystolithiasis to Dyspepsia,1
C0947622,C0022354,Directed,C0947622_C0022354,"Edge from Cholecystolithiasis to Jaundice, Obstructive",1
C0947622,C0028756,Directed,C0947622_C0028756,Edge from Cholecystolithiasis to Morbid obesity,1
C0947622,C0028754,Directed,C0947622_C0028754,Edge from Cholecystolithiasis to Obesity,1
C0947622,C0458257,Directed,C0947622_C0458257,"Edge from Cholecystolithiasis to Pain, Splitting",1
C0947622,C0750949,Directed,C0947622_C0750949,Edge from Cholecystolithiasis to Vertebrogenic Pain Syndrome,1
C0947622,C0042963,Directed,C0947622_C0042963,Edge from Cholecystolithiasis to Vomiting,1
C1257796,C0000727,Directed,C1257796_C0000727,"Edge from Choledochal Cyst, Type II to Abdomen, Acute",1
C1257796,C0000729,Directed,C1257796_C0000729,"Edge from Choledochal Cyst, Type II to Abdominal Cramps",1
C1257796,C0000737,Directed,C1257796_C0000737,"Edge from Choledochal Cyst, Type II to Abdominal Pain",1
C1257796,C0015967,Directed,C1257796_C0015967,"Edge from Choledochal Cyst, Type II to Fever",1
C1257796,C0026825,Directed,C1257796_C0026825,"Edge from Choledochal Cyst, Type II to Flaccid Muscle Tone",1
C1257796,C0020450,Directed,C1257796_C0020450,"Edge from Choledochal Cyst, Type II to Hyperemesis Gravidarum",1
C1257796,C0232255,Directed,C1257796_C0232255,"Edge from Choledochal Cyst, Type II to Innocent Murmurs",1
C1257796,C0242183,Directed,C1257796_C0242183,"Edge from Choledochal Cyst, Type II to Jaundice, Hemolytic",1
C1257796,C0022354,Directed,C1257796_C0022354,"Edge from Choledochal Cyst, Type II to Jaundice, Obstructive",1
C1257796,C0033774,Directed,C1257796_C0033774,"Edge from Choledochal Cyst, Type II to Pruritus",1
C0701818,C0000729,Directed,C0701818_C0000729,Edge from Choledocholithiasis to Abdominal Cramps,1
C0701818,C0000737,Directed,C0701818_C0000737,Edge from Choledocholithiasis to Abdominal Pain,1
C0701818,C0013395,Directed,C0701818_C0013395,Edge from Choledocholithiasis to Dyspepsia,1
C0701818,C0242183,Directed,C0701818_C0242183,"Edge from Choledocholithiasis to Jaundice, Hemolytic",1
C0701818,C0022354,Directed,C0701818_C0022354,"Edge from Choledocholithiasis to Jaundice, Obstructive",1
C0701818,C0028756,Directed,C0701818_C0028756,Edge from Choledocholithiasis to Morbid obesity,1
C0701818,C0030201,Directed,C0701818_C0030201,"Edge from Choledocholithiasis to Pain, Postoperative",1
C0701818,C0458257,Directed,C0701818_C0458257,"Edge from Choledocholithiasis to Pain, Splitting",1
C0008350,C0000727,Directed,C0008350_C0000727,"Edge from Cholelithiasis to Abdomen, Acute",1
C0008350,C0000729,Directed,C0008350_C0000729,Edge from Cholelithiasis to Abdominal Cramps,1
C0008350,C0000737,Directed,C0008350_C0000737,Edge from Cholelithiasis to Abdominal Pain,2
C0008350,C0277797,Directed,C0008350_C0277797,Edge from Cholelithiasis to Apyrexial,1
C0008350,C0003962,Directed,C0008350_C0003962,Edge from Cholelithiasis to Ascites,1
C0008350,C0005910,Directed,C0008350_C0005910,Edge from Cholelithiasis to Body Weight,1
C0008350,C0332601,Directed,C0008350_C0332601,Edge from Cholelithiasis to Cushingoid facies,1
C0008350,C0011991,Directed,C0008350_C0011991,Edge from Cholelithiasis to Diarrhea,2
C0008350,C0013395,Directed,C0008350_C0013395,Edge from Cholelithiasis to Dyspepsia,1
C0008350,C0242183,Directed,C0008350_C0242183,"Edge from Cholelithiasis to Jaundice, Hemolytic",1
C0008350,C0022354,Directed,C0008350_C0022354,"Edge from Cholelithiasis to Jaundice, Obstructive",1
C0008350,C0028756,Directed,C0008350_C0028756,Edge from Cholelithiasis to Morbid obesity,1
C0008350,C0027497,Directed,C0008350_C0027497,Edge from Cholelithiasis to Nausea,1
C0008350,C0028754,Directed,C0008350_C0028754,Edge from Cholelithiasis to Obesity,1
C0008350,C0030193,Directed,C0008350_C0030193,Edge from Cholelithiasis to Pain,1
C0008350,C0234233,Directed,C0008350_C0234233,Edge from Cholelithiasis to Sore to touch,1
C0008350,C0205400,Directed,C0008350_C0205400,Edge from Cholelithiasis to Thickened,1
C0008350,C0042963,Directed,C0008350_C0042963,Edge from Cholelithiasis to Vomiting,1
C0008354,C0393584,Directed,C0008354_C0393584,Edge from Cholera to Benign Hereditary Chorea,1
C0008354,C0005910,Directed,C0008354_C0005910,Edge from Cholera to Body Weight,1
C0008354,C0011991,Directed,C0008354_C0011991,Edge from Cholera to Diarrhea,2
C0008354,C0013604,Directed,C0008354_C0013604,Edge from Cholera to Edema,1
C0008354,C0011992,Directed,C0008354_C0011992,Edge from Cholera to Infantile Diarrhea,1
C0008354,C0026821,Directed,C0008354_C0026821,Edge from Cholera to Muscle Cramp,2
C0008354,C0028961,Directed,C0008354_C0028961,Edge from Cholera to Oliguria,1
C0008354,C0917812,Directed,C0008354_C0917812,Edge from Cholera to Tetanilla,1
C0008354,C0042963,Directed,C0008354_C0042963,Edge from Cholera to Vomiting,2
C0008354,C0043094,Directed,C0008354_C0043094,Edge from Cholera to Weight Gain,1
C0008370,C0000729,Directed,C0008370_C0000729,Edge from Cholestasis to Abdominal Cramps,1
C0008370,C0000737,Directed,C0008370_C0000737,Edge from Cholestasis to Abdominal Pain,1
C0008370,C0005612,Directed,C0008370_C0005612,Edge from Cholestasis to Birth Weight,1
C0008370,C0005910,Directed,C0008370_C0005910,Edge from Cholestasis to Body Weight,1
C0008370,C0015930,Directed,C0008370_C0015930,Edge from Cholestasis to Fetal Distress,1
C0008370,C0020450,Directed,C0008370_C0020450,Edge from Cholestasis to Hyperemesis Gravidarum,1
C0008370,C0242183,Directed,C0008370_C0242183,"Edge from Cholestasis to Jaundice, Hemolytic",1
C0008370,C0022354,Directed,C0008370_C0022354,"Edge from Cholestasis to Jaundice, Obstructive",1
C0008370,C0086525,Directed,C0008370_C0086525,Edge from Cholestasis to Lassitude,1
C0008370,C0033774,Directed,C0008370_C0033774,Edge from Cholestasis to Pruritus,1
C0005398,C0000729,Directed,C0005398_C0000729,"Edge from Cholestasis, Extrahepatic to Abdominal Cramps",1
C0005398,C0000737,Directed,C0005398_C0000737,"Edge from Cholestasis, Extrahepatic to Abdominal Pain",1
C0005398,C0015970,Directed,C0005398_C0015970,"Edge from Cholestasis, Extrahepatic to Fever of Unknown Origin",1
C0005398,C0020455,Directed,C0005398_C0020455,"Edge from Cholestasis, Extrahepatic to Hypergammaglobulinemia",1
C0005398,C0242183,Directed,C0005398_C0242183,"Edge from Cholestasis, Extrahepatic to Jaundice, Hemolytic",1
C0005398,C0022354,Directed,C0005398_C0022354,"Edge from Cholestasis, Extrahepatic to Jaundice, Obstructive",1
C0005398,C0086525,Directed,C0005398_C0086525,"Edge from Cholestasis, Extrahepatic to Lassitude",1
C0005398,C0033774,Directed,C0005398_C0033774,"Edge from Cholestasis, Extrahepatic to Pruritus",1
C0005398,C0423640,Directed,C0005398_C0423640,"Edge from Cholestasis, Extrahepatic to Right Flank Pain",1
C0005398,C0043094,Directed,C0005398_C0043094,"Edge from Cholestasis, Extrahepatic to Weight Gain",1
C0008373,C0155503,Directed,C0008373_C0155503,Edge from Cholesteatoma to Central Nervous System Origin Vertigo,1
C0008373,C0751026,Directed,C0008373_C0751026,"Edge from Cholesteatoma to Cerebrospinal Fluid Otorrhea, Traumatic",1
C0008373,C0018777,Directed,C0008373_C0018777,Edge from Cholesteatoma to Conductive hearing loss,1
C0008373,C0877848,Directed,C0008373_C0877848,Edge from Cholesteatoma to Distorted hearing,1
C0008373,C0015469,Directed,C0008373_C0015469,Edge from Cholesteatoma to Facial paralysis,1
C0008373,C0086395,Directed,C0008373_C0086395,"Edge from Cholesteatoma to Hearing Loss, Extreme",1
C0008373,C0220870,Directed,C0008373_C0220870,Edge from Cholesteatoma to Lightheadedness,1
C0008373,C0018784,Directed,C0008373_C0018784,Edge from Cholesteatoma to Sensorineural Hearing Loss (disorder),1
C0008373,C0751557,Directed,C0008373_C0751557,"Edge from Cholesteatoma to Tinnitus, Tensor Palatini Induced",1
C0008373,C1384666,Directed,C0008373_C1384666,Edge from Cholesteatoma to hearing impairment,1
C0149649,C0149793,Directed,C0149649_C0149793,Edge from Cholesterol Embolism to Amaurosis Fugax,1
C0149649,C0002962,Directed,C0149649_C0002962,Edge from Cholesterol Embolism to Angina Pectoris,1
C0149649,C1879328,Directed,C0149649_C1879328,Edge from Cholesterol Embolism to Blindness both eyes NOS (disorder),1
C0149649,C0006625,Directed,C0149649_C0006625,Edge from Cholesterol Embolism to Cachexia,1
C0149649,C0010520,Directed,C0149649_C0010520,Edge from Cholesterol Embolism to Cyanosis,1
C0149649,C0019079,Directed,C0149649_C0019079,Edge from Cholesterol Embolism to Hemoptysis,1
C0149649,C0021775,Directed,C0149649_C0021775,Edge from Cholesterol Embolism to Intermittent Claudication,1
C0149649,C0085642,Directed,C0149649_C0085642,Edge from Cholesterol Embolism to Livedo Reticularis,1
C0149649,C0086666,Directed,C0149649_C0086666,Edge from Cholesterol Embolism to Myocardial Preinfarction Syndrome,1
C0149649,C0033687,Directed,C0149649_C0033687,Edge from Cholesterol Embolism to Proteinuria,1
C0008384,C0000737,Directed,C0008384_C0000737,Edge from Cholesterol Ester Storage Disease to Abdominal Pain,1
C0008384,C0015967,Directed,C0008384_C0015967,Edge from Cholesterol Ester Storage Disease to Fever,1
C0008384,C0339693,Directed,C0008384_C0339693,Edge from Cholesterol Ester Storage Disease to Internal Ophthalmoplegia,1
C0008384,C0042963,Directed,C0008384_C0042963,Edge from Cholesterol Ester Storage Disease to Vomiting,1
C0008412,C0751292,Directed,C0008412_C0751292,Edge from Choline Deficiency to Age-Related Memory Disorders,1
C0008412,C0005612,Directed,C0008412_C0005612,Edge from Choline Deficiency to Birth Weight,1
C0008412,C0005910,Directed,C0008412_C0005910,Edge from Choline Deficiency to Body Weight,1
C0008412,C0009983,Directed,C0008412_C0009983,Edge from Choline Deficiency to Coprophagia,1
C0008412,C0011991,Directed,C0008412_C0011991,Edge from Choline Deficiency to Diarrhea,1
C0008412,C0751992,Directed,C0008412_C0751992,Edge from Choline Deficiency to Fetal Weight,1
C0008412,C0026825,Directed,C0008412_C0026825,Edge from Choline Deficiency to Flaccid Muscle Tone,1
C0008412,C0020440,Directed,C0008412_C0020440,Edge from Choline Deficiency to Hypercapnia,1
C0008412,C0033687,Directed,C0008412_C0033687,Edge from Choline Deficiency to Proteinuria,1
C0008412,C0043094,Directed,C0008412_C0043094,Edge from Choline Deficiency to Weight Gain,1
C0008441,C0003862,Directed,C0008441_C0003862,Edge from Chondroblastoma to Arthralgia,1
C0008441,C3665473,Directed,C0008441_C3665473,Edge from Chondroblastoma to Bilateral Deafness,1
C0008441,C0018777,Directed,C0008441_C0018777,Edge from Chondroblastoma to Conductive hearing loss,1
C0008441,C0271186,Directed,C0008441_C0271186,"Edge from Chondroblastoma to Diplopia, Refractive",1
C0008441,C0454596,Directed,C0008441_C0454596,"Edge from Chondroblastoma to Dysarthria, Spastic",1
C0008441,C0392699,Directed,C0008441_C0392699,Edge from Chondroblastoma to Dysesthesia,1
C0008441,C0015469,Directed,C0008441_C0015469,Edge from Chondroblastoma to Facial paralysis,1
C0008441,C0007859,Directed,C0008441_C0007859,Edge from Chondroblastoma to Neck Pain,1
C0008441,C0458257,Directed,C0008441_C0458257,"Edge from Chondroblastoma to Pain, Splitting",1
C0008441,C0751648,Directed,C0008441_C0751648,Edge from Chondroblastoma to Recurrent Low Back Pain,1
C0282529,C5441816,Directed,C0282529_C5441816,"Edge from Chondrodysplasia Punctata, Rhizomelic to Psychomotor Impairment",1
C0282102,C0001816,Directed,C0282102_C0001816,"Edge from Chondrodysplasia punctata, X-linked dominant type to Agnosia",1
C0282102,C0234482,Directed,C0282102_C0234482,"Edge from Chondrodysplasia punctata, X-linked dominant type to Aphasia, Semantic",1
C0282102,C0005612,Directed,C0282102_C0005612,"Edge from Chondrodysplasia punctata, X-linked dominant type to Birth Weight",1
C0282102,C0015411,Directed,C0282102_C0015411,"Edge from Chondrodysplasia punctata, X-linked dominant type to Eye Manifestations",1
C0282102,C0455988,Directed,C0282102_C0455988,"Edge from Chondrodysplasia punctata, X-linked dominant type to Hydrops Fetalis, Non-Immune",1
C0282102,C0020450,Directed,C0282102_C0020450,"Edge from Chondrodysplasia punctata, X-linked dominant type to Hyperemesis Gravidarum",1
C0282102,C0700153,Directed,C0282102_C0700153,"Edge from Chondrodysplasia punctata, X-linked dominant type to Myotonus (finding)",1
C0282102,C0553757,Directed,C0282102_C0553757,"Edge from Chondrodysplasia punctata, X-linked dominant type to Olfaction Disorders",1
C0282102,C5441816,Directed,C0282102_C5441816,"Edge from Chondrodysplasia punctata, X-linked dominant type to Psychomotor Impairment",1
C0282102,C0037285,Directed,C0282102_C0037285,"Edge from Chondrodysplasia punctata, X-linked dominant type to Skin Manifestations",1
C0936248,C0010200,Directed,C0936248_C0010200,Edge from Chondroma to Coughing,1
C0936248,C0015469,Directed,C0936248_C0015469,Edge from Chondroma to Facial paralysis,1
C0936248,C0019079,Directed,C0936248_C0019079,Edge from Chondroma to Hemoptysis,1
C0936248,C0343495,Directed,C0936248_C0343495,Edge from Chondroma to Lockjaw,1
C0936248,C0007859,Directed,C0936248_C0007859,Edge from Chondroma to Neck Pain,1
C0936248,C0751201,Directed,C0936248_C0751201,Edge from Chondroma to Neurogenic Hoarseness,1
C0936248,C0458257,Directed,C0936248_C0458257,"Edge from Chondroma to Pain, Splitting",1
C0936248,C0270790,Directed,C0936248_C0270790,Edge from Chondroma to Quadriparesis,1
C0936248,C0036396,Directed,C0936248_C0036396,Edge from Chondroma to Sciatica,1
C0936248,C0037011,Directed,C0936248_C0037011,Edge from Chondroma to Shoulder Pain,1
C0085700,C0002962,Directed,C0085700_C0002962,Edge from Chondromalacia to Angina Pectoris,1
C0085700,C0003862,Directed,C0085700_C0003862,Edge from Chondromalacia to Arthralgia,1
C0085700,C0751838,Directed,C0085700_C0751838,Edge from Chondromalacia to Bruns apraxia of gait,1
C0085700,C0877848,Directed,C0085700_C0877848,Edge from Chondromalacia to Distorted hearing,1
C0085700,C0013604,Directed,C0085700_C0013604,Edge from Chondromalacia to Edema,1
C0085700,C0015411,Directed,C0085700_C0015411,Edge from Chondromalacia to Eye Manifestations,1
C0085700,C0030201,Directed,C0085700_C0030201,"Edge from Chondromalacia to Pain, Postoperative",1
C0085700,C0458257,Directed,C0085700_C0458257,"Edge from Chondromalacia to Pain, Splitting",1
C0085700,C0032230,Directed,C0085700_C0032230,Edge from Chondromalacia to Pleural Rub,1
C0085700,C0037011,Directed,C0085700_C0037011,Edge from Chondromalacia to Shoulder Pain,1
C0008475,C0003862,Directed,C0008475_C0003862,Edge from Chondromalacia Patellae to Arthralgia,1
C0008475,C0030201,Directed,C0008475_C0030201,"Edge from Chondromalacia Patellae to Pain, Postoperative",1
C0008475,C0458257,Directed,C0008475_C0458257,"Edge from Chondromalacia Patellae to Pain, Splitting",1
C0206636,C0003862,Directed,C0206636_C0003862,Edge from Chondromatosis to Arthralgia,1
C0206636,C0458257,Directed,C0206636_C0458257,"Edge from Chondromatosis to Pain, Splitting",1
C0206636,C0264600,Directed,C0206636_C0264600,"Edge from Chondromatosis to Voice Disorder, Neurologic",1
C0008479,C0008031,Directed,C0008479_C0008031,Edge from Chondrosarcoma to Chest Pain,1
C0008479,C0018777,Directed,C0008479_C0018777,Edge from Chondrosarcoma to Conductive hearing loss,1
C0008479,C0271186,Directed,C0008479_C0271186,"Edge from Chondrosarcoma to Diplopia, Refractive",1
C0008479,C0015469,Directed,C0008479_C0015469,Edge from Chondrosarcoma to Facial paralysis,1
C0008479,C0877781,Directed,C0008479_C0877781,Edge from Chondrosarcoma to Hemicrania,1
C0008479,C0751201,Directed,C0008479_C0751201,Edge from Chondrosarcoma to Neurogenic Hoarseness,1
C0008479,C0085619,Directed,C0008479_C0085619,Edge from Chondrosarcoma to Orthopnea,1
C0008479,C0458257,Directed,C0008479_C0458257,"Edge from Chondrosarcoma to Pain, Splitting",1
C0008479,C0542142,Directed,C0008479_C0542142,Edge from Chondrosarcoma to Recurrent Laryngeal Nerve Paralysis,1
C0008479,C0037011,Directed,C0008479_C0037011,Edge from Chondrosarcoma to Shoulder Pain,1
C0008487,C0007815,Directed,C0008487_C0007815,Edge from Chordoma to Cerebrospinal Fluid Rhinorrhea,1
C0008487,C0271186,Directed,C0008487_C0271186,"Edge from Chordoma to Diplopia, Refractive",1
C0008487,C0015411,Directed,C0008487_C0015411,Edge from Chordoma to Eye Manifestations,1
C0008487,C0877781,Directed,C0008487_C0877781,Edge from Chordoma to Hemicrania,1
C0008487,C0339693,Directed,C0008487_C0339693,Edge from Chordoma to Internal Ophthalmoplegia,1
C0008487,C0751201,Directed,C0008487_C0751201,Edge from Chordoma to Neurogenic Hoarseness,1
C0008487,C0030200,Directed,C0008487_C0030200,"Edge from Chordoma to Pain, Intractable",1
C0008487,C0751648,Directed,C0008487_C0751648,Edge from Chordoma to Recurrent Low Back Pain,1
C0008487,C0152116,Directed,C0008487_C0152116,Edge from Chordoma to Spasmodic torticollis,1
C0008487,C0750949,Directed,C0008487_C0750949,Edge from Chordoma to Vertebrogenic Pain Syndrome,1
C0393576,C0393584,Directed,C0393576_C0393584,Edge from Chorea Acanthocytosis Syndrome to Benign Hereditary Chorea,1
C0393576,C0235229,Directed,C0393576_C0235229,Edge from Chorea Acanthocytosis Syndrome to Ciliary Body Spasm,1
C0393576,C0454596,Directed,C0393576_C0454596,"Edge from Chorea Acanthocytosis Syndrome to Dysarthria, Spastic",1
C0393576,C0013421,Directed,C0393576_C0013421,Edge from Chorea Acanthocytosis Syndrome to Dystonia,1
C0393576,C0151786,Directed,C0393576_C0151786,Edge from Chorea Acanthocytosis Syndrome to Muscle Weakness,1
C0393576,C3495874,Directed,C0393576_C3495874,Edge from Chorea Acanthocytosis Syndrome to Nonepileptic Seizures,1
C0264746,C0020450,Directed,C0264746_C0020450,Edge from Chorea Gravidarum to Hyperemesis Gravidarum,1
C0008497,C0000727,Directed,C0008497_C0000727,"Edge from Choriocarcinoma to Abdomen, Acute",1
C0008497,C0015799,Directed,C0008497_C0015799,Edge from Choriocarcinoma to Feminization,1
C0008497,C0877781,Directed,C0008497_C0877781,Edge from Choriocarcinoma to Hemicrania,1
C0008497,C0392550,Directed,C0008497_C0392550,"Edge from Choriocarcinoma to Hemiplegia, Infantile",1
C0008497,C0019079,Directed,C0008497_C0019079,Edge from Choriocarcinoma to Hemoptysis,1
C0008497,C0020450,Directed,C0008497_C0020450,Edge from Choriocarcinoma to Hyperemesis Gravidarum,1
C0008497,C0029163,Directed,C0008497_C0029163,Edge from Choriocarcinoma to Oral Hemorrhage,1
C0008497,C0278114,Directed,C0008497_C0278114,"Edge from Choriocarcinoma to Paraplegia, Cerebral",1
C0008497,C0423640,Directed,C0008497_C0423640,Edge from Choriocarcinoma to Right Flank Pain,1
C0008497,C0040460,Directed,C0008497_C0040460,Edge from Choriocarcinoma to Toothache,1
C0008513,C0149793,Directed,C0008513_C0149793,Edge from Chorioretinitis to Amaurosis Fugax,1
C0008513,C1879328,Directed,C0008513_C1879328,Edge from Chorioretinitis to Blindness both eyes NOS (disorder),1
C0008513,C0155015,Directed,C0008513_C0155015,"Edge from Chorioretinitis to Color Blindness, Red",1
C0008513,C0271186,Directed,C0008513_C0271186,"Edge from Chorioretinitis to Diplopia, Refractive",1
C0008513,C0013604,Directed,C0008513_C0013604,Edge from Chorioretinitis to Edema,1
C0008513,C0015411,Directed,C0008513_C0015411,Edge from Chorioretinitis to Eye Manifestations,1
C0008513,C0042798,Directed,C0008513_C0042798,Edge from Chorioretinitis to Low Vision,1
